gameid,teamname,result
ESPORTSTMNT05_3223113,MAD Lions KOI,1
ESPORTSTMNT05_3223113,Fnatic,0
ESPORTSTMNT01_3342624,LOUD,1
ESPORTSTMNT01_3342624,paiN Gaming,0
ESPORTSTMNT05_3222408,Fnatic,1
ESPORTSTMNT05_3222408,MAD Lions KOI,0
ESPORTSTMNT01_3344571,LOUD,1
ESPORTSTMNT01_3344571,paiN Gaming,0
ESPORTSTMNT05_3220418,MAD Lions KOI,1
ESPORTSTMNT05_3220418,Fnatic,0
ESPORTSTMNT01_3344573,paiN Gaming,0
ESPORTSTMNT01_3344573,LOUD,1
ESPORTSTMNT05_3220425,G2 Esports,1
ESPORTSTMNT05_3220425,SK Gaming,0
ESPORTSTMNT05_3223144,SK Gaming,0
ESPORTSTMNT05_3223144,G2 Esports,1
ESPORTSTMNT02_3189528,Team Whales,0
ESPORTSTMNT02_3189528,CERBERUS Esports,1
ESPORTSTMNT02_3191552,CERBERUS Esports,0
ESPORTSTMNT02_3191552,Team Whales,1
ESPORTSTMNT02_3191553,Team Whales,1
ESPORTSTMNT02_3191553,CERBERUS Esports,0
ESPORTSTMNT02_3191559,Team Whales,0
ESPORTSTMNT02_3191559,CERBERUS Esports,1
ESPORTSTMNT02_3189540,CERBERUS Esports,1
ESPORTSTMNT02_3189540,Team Whales,0
ESPORTSTMNT05_3223181,Astralis,0
ESPORTSTMNT05_3223181,MAD Lions KOI,1
ESPORTSTMNT05_3222495,Astralis,0
ESPORTSTMNT05_3222495,MAD Lions KOI,1
ESPORTSTMNT05_3220498,G2 Esports,0
ESPORTSTMNT05_3220498,Rogue,1
ESPORTSTMNT05_3223210,G2 Esports,1
ESPORTSTMNT05_3223210,Rogue,0
ESPORTSTMNT05_3220513,Rogue,0
ESPORTSTMNT05_3220513,G2 Esports,1
ESPORTSTMNT05_3223249,Team BDS,1
ESPORTSTMNT05_3223249,Team Vitality,0
ESPORTSTMNT05_3220556,Team Vitality,0
ESPORTSTMNT05_3220556,Team BDS,1
ESPORTSTMNT05_3220559,Team BDS,1
ESPORTSTMNT05_3220559,Team Vitality,0
ESPORTSTMNT02_3189757,SBTC Esports,0
ESPORTSTMNT02_3189757,GAM Esports,1
ESPORTSTMNT02_3190811,GAM Esports,0
ESPORTSTMNT02_3190811,SBTC Esports,1
ESPORTSTMNT02_3190813,SBTC Esports,1
ESPORTSTMNT02_3190813,GAM Esports,0
ESPORTSTMNT02_3190814,SBTC Esports,0
ESPORTSTMNT02_3190814,GAM Esports,1
ESPORTSTMNT02_3189761,GAM Esports,1
ESPORTSTMNT02_3189761,SBTC Esports,0
ESPORTSTMNT05_3222595,G2 Esports,1
ESPORTSTMNT05_3222595,MAD Lions KOI,0
ESPORTSTMNT05_3222611,MAD Lions KOI,1
ESPORTSTMNT05_3222611,G2 Esports,0
ESPORTSTMNT05_3223324,G2 Esports,0
ESPORTSTMNT05_3223324,MAD Lions KOI,1
ESPORTSTMNT05_3220639,G2 Esports,1
ESPORTSTMNT05_3220639,MAD Lions KOI,0
ESPORTSTMNT05_3222622,MAD Lions KOI,1
ESPORTSTMNT05_3222622,G2 Esports,0
ESPORTSTMNT02_3190859,CERBERUS Esports,0
ESPORTSTMNT02_3190859,SBTC Esports,1
ESPORTSTMNT02_3189804,SBTC Esports,1
ESPORTSTMNT02_3189804,CERBERUS Esports,0
ESPORTSTMNT02_3191871,SBTC Esports,1
ESPORTSTMNT02_3191871,CERBERUS Esports,0
ESPORTSTMNT05_3223343,Team Vitality,0
ESPORTSTMNT05_3223343,MAD Lions KOI,1
ESPORTSTMNT05_3223366,Team Vitality,1
ESPORTSTMNT05_3223366,MAD Lions KOI,0
ESPORTSTMNT05_3222650,MAD Lions KOI,1
ESPORTSTMNT05_3222650,Team Vitality,0
ESPORTSTMNT05_3220672,Team Vitality,0
ESPORTSTMNT05_3220672,MAD Lions KOI,1
ESPORTSTMNT02_3189848,SBTC Esports,0
ESPORTSTMNT02_3189848,GAM Esports,1
ESPORTSTMNT02_3191919,GAM Esports,1
ESPORTSTMNT02_3191919,SBTC Esports,0
ESPORTSTMNT02_3190912,GAM Esports,0
ESPORTSTMNT02_3190912,SBTC Esports,1
ESPORTSTMNT02_3189849,GAM Esports,1
ESPORTSTMNT02_3189849,SBTC Esports,0
ESPORTSTMNT05_3223371,Team BDS,1
ESPORTSTMNT05_3223371,MAD Lions KOI,0
ESPORTSTMNT05_3223379,MAD Lions KOI,0
ESPORTSTMNT05_3223379,Team BDS,1
ESPORTSTMNT05_3222670,MAD Lions KOI,1
ESPORTSTMNT05_3222670,Team BDS,0
ESPORTSTMNT05_3220686,Team BDS,0
ESPORTSTMNT05_3220686,MAD Lions KOI,1
ESPORTSTMNT05_3222671,Team BDS,0
ESPORTSTMNT05_3222671,MAD Lions KOI,1
ESPORTSTMNT04_2674408,PSG Talon,1
ESPORTSTMNT04_2674408,DetonatioN FocusMe,0
ESPORTSTMNT04_2674421,DetonatioN FocusMe,0
ESPORTSTMNT04_2674421,PSG Talon,1
ESPORTSTMNT04_2675423,G2 Esports,1
ESPORTSTMNT04_2675423,LOUD,0
ESPORTSTMNT04_2674432,G2 Esports,1
ESPORTSTMNT04_2674432,LOUD,0
ESPORTSTMNT04_2675477,Bilibili Gaming,1
ESPORTSTMNT04_2675477,Movistar R7,0
ESPORTSTMNT04_2675493,Bilibili Gaming,1
ESPORTSTMNT04_2675493,Movistar R7,0
ESPORTSTMNT04_2673497,Golden Guardians,1
ESPORTSTMNT04_2673497,GAM Esports,0
ESPORTSTMNT04_2674502,GAM Esports,0
ESPORTSTMNT04_2674502,Golden Guardians,1
ESPORTSTMNT04_2673551,Bilibili Gaming,1
ESPORTSTMNT04_2673551,Golden Guardians,0
ESPORTSTMNT04_2674557,Bilibili Gaming,0
ESPORTSTMNT04_2674557,Golden Guardians,1
ESPORTSTMNT04_2674560,Bilibili Gaming,1
ESPORTSTMNT04_2674560,Golden Guardians,0
ESPORTSTMNT04_2675563,G2 Esports,1
ESPORTSTMNT04_2675563,PSG Talon,0
ESPORTSTMNT04_2675572,PSG Talon,0
ESPORTSTMNT04_2675572,G2 Esports,1
ESPORTSTMNT04_2674592,GAM Esports,0
ESPORTSTMNT04_2674592,Movistar R7,1
ESPORTSTMNT04_2675612,GAM Esports,1
ESPORTSTMNT04_2675612,Movistar R7,0
ESPORTSTMNT04_2675614,GAM Esports,0
ESPORTSTMNT04_2675614,Movistar R7,1
ESPORTSTMNT04_2673610,LOUD,1
ESPORTSTMNT04_2673610,DetonatioN FocusMe,0
ESPORTSTMNT04_2674620,DetonatioN FocusMe,0
ESPORTSTMNT04_2674620,LOUD,1
ESPORTSTMNT04_2675660,Golden Guardians,1
ESPORTSTMNT04_2675660,Movistar R7,0
ESPORTSTMNT04_2673677,Golden Guardians,1
ESPORTSTMNT04_2673677,Movistar R7,0
ESPORTSTMNT04_2674680,PSG Talon,1
ESPORTSTMNT04_2674680,LOUD,0
ESPORTSTMNT04_2674687,LOUD,0
ESPORTSTMNT04_2674687,PSG Talon,1
ESPORTSTMNT04_2675712,Golden Guardians,1
ESPORTSTMNT04_2675712,PSG Talon,0
ESPORTSTMNT04_2675729,PSG Talon,0
ESPORTSTMNT04_2675729,Golden Guardians,1
ESPORTSTMNT04_2675730,PSG Talon,0
ESPORTSTMNT04_2675730,Golden Guardians,1
ESPORTSTMNT04_2673828,Gen.G,1
ESPORTSTMNT04_2673828,G2 Esports,0
ESPORTSTMNT04_2674827,G2 Esports,0
ESPORTSTMNT04_2674827,Gen.G,1
ESPORTSTMNT04_2674828,G2 Esports,1
ESPORTSTMNT04_2674828,Gen.G,0
ESPORTSTMNT04_2675809,Gen.G,1
ESPORTSTMNT04_2675809,G2 Esports,0
ESPORTSTMNT04_2674856,MAD Lions KOI,0
ESPORTSTMNT04_2674856,T1,1
ESPORTSTMNT04_2674867,MAD Lions KOI,0
ESPORTSTMNT04_2674867,T1,1
ESPORTSTMNT04_2673879,MAD Lions KOI,0
ESPORTSTMNT04_2673879,T1,1
ESPORTSTMNT04_2673895,Cloud9,0
ESPORTSTMNT04_2673895,Bilibili Gaming,1
ESPORTSTMNT04_2675883,Cloud9,0
ESPORTSTMNT04_2675883,Bilibili Gaming,1
ESPORTSTMNT04_2675887,Bilibili Gaming,1
ESPORTSTMNT04_2675887,Cloud9,0
ESPORTSTMNT04_2674919,JD Gaming,1
ESPORTSTMNT04_2674919,Golden Guardians,0
ESPORTSTMNT04_2675920,Golden Guardians,0
ESPORTSTMNT04_2675920,JD Gaming,1
ESPORTSTMNT04_2675921,Golden Guardians,0
ESPORTSTMNT04_2675921,JD Gaming,1
ESPORTSTMNT04_2673966,Gen.G,0
ESPORTSTMNT04_2673966,T1,1
ESPORTSTMNT04_2674965,Gen.G,0
ESPORTSTMNT04_2674965,T1,1
ESPORTSTMNT04_2674967,T1,0
ESPORTSTMNT04_2674967,Gen.G,1
ESPORTSTMNT04_2674968,Gen.G,1
ESPORTSTMNT04_2674968,T1,0
ESPORTSTMNT04_2673984,T1,1
ESPORTSTMNT04_2673984,Gen.G,0
ESPORTSTMNT04_2675959,MAD Lions KOI,0
ESPORTSTMNT04_2675959,G2 Esports,1
ESPORTSTMNT04_2675967,G2 Esports,1
ESPORTSTMNT04_2675967,MAD Lions KOI,0
ESPORTSTMNT04_2675968,G2 Esports,1
ESPORTSTMNT04_2675968,MAD Lions KOI,0
ESPORTSTMNT04_2675986,JD Gaming,1
ESPORTSTMNT04_2675986,Bilibili Gaming,0
ESPORTSTMNT04_2676000,Bilibili Gaming,0
ESPORTSTMNT04_2676000,JD Gaming,1
ESPORTSTMNT04_2676026,Bilibili Gaming,0
ESPORTSTMNT04_2676026,JD Gaming,1
ESPORTSTMNT04_2677008,Golden Guardians,0
ESPORTSTMNT04_2677008,Cloud9,1
ESPORTSTMNT04_2678013,Cloud9,1
ESPORTSTMNT04_2678013,Golden Guardians,0
ESPORTSTMNT04_2676033,Cloud9,0
ESPORTSTMNT04_2676033,Golden Guardians,1
ESPORTSTMNT04_2678015,Cloud9,1
ESPORTSTMNT04_2678015,Golden Guardians,0
ESPORTSTMNT04_2679020,G2 Esports,0
ESPORTSTMNT04_2679020,Bilibili Gaming,1
ESPORTSTMNT04_2677067,G2 Esports,1
ESPORTSTMNT04_2677067,Bilibili Gaming,0
ESPORTSTMNT04_2679033,G2 Esports,0
ESPORTSTMNT04_2679033,Bilibili Gaming,1
ESPORTSTMNT04_2679035,G2 Esports,0
ESPORTSTMNT04_2679035,Bilibili Gaming,1
ESPORTSTMNT04_2676104,Gen.G,1
ESPORTSTMNT04_2676104,Cloud9,0
ESPORTSTMNT04_2677099,Cloud9,0
ESPORTSTMNT04_2677099,Gen.G,1
ESPORTSTMNT04_2679070,Cloud9,0
ESPORTSTMNT04_2679070,Gen.G,1
ESPORTSTMNT04_2679094,JD Gaming,1
ESPORTSTMNT04_2679094,T1,0
ESPORTSTMNT04_2677137,T1,1
ESPORTSTMNT04_2677137,JD Gaming,0
ESPORTSTMNT04_2679107,JD Gaming,0
ESPORTSTMNT04_2679107,T1,1
ESPORTSTMNT04_2679108,JD Gaming,1
ESPORTSTMNT04_2679108,T1,0
ESPORTSTMNT04_2679110,T1,0
ESPORTSTMNT04_2679110,JD Gaming,1
ESPORTSTMNT04_2677157,Bilibili Gaming,1
ESPORTSTMNT04_2677157,Gen.G,0
ESPORTSTMNT04_2676180,Gen.G,0
ESPORTSTMNT04_2676180,Bilibili Gaming,1
ESPORTSTMNT04_2676181,Gen.G,0
ESPORTSTMNT04_2676181,Bilibili Gaming,1
ESPORTSTMNT04_2679153,Bilibili Gaming,1
ESPORTSTMNT04_2679153,T1,0
ESPORTSTMNT04_2679169,T1,0
ESPORTSTMNT04_2679169,Bilibili Gaming,1
ESPORTSTMNT04_2679171,T1,1
ESPORTSTMNT04_2679171,Bilibili Gaming,0
ESPORTSTMNT04_2677203,Bilibili Gaming,1
ESPORTSTMNT04_2677203,T1,0
ESPORTSTMNT04_2677225,JD Gaming,1
ESPORTSTMNT04_2677225,Bilibili Gaming,0
ESPORTSTMNT04_2677229,Bilibili Gaming,1
ESPORTSTMNT04_2677229,JD Gaming,0
ESPORTSTMNT04_2677230,JD Gaming,1
ESPORTSTMNT04_2677230,Bilibili Gaming,0
ESPORTSTMNT04_2677232,Bilibili Gaming,0
ESPORTSTMNT04_2677232,JD Gaming,1
ESPORTSTMNT03_3167508,KT Rolster,1
ESPORTSTMNT03_3167508,Hanwha Life Esports,0
ESPORTSTMNT03_3165687,Hanwha Life Esports,1
ESPORTSTMNT03_3165687,KT Rolster,0
ESPORTSTMNT03_3166614,KT Rolster,1
ESPORTSTMNT03_3166614,Hanwha Life Esports,0
ESPORTSTMNT03_3166620,Dplus KIA,1
ESPORTSTMNT03_3166620,BNK FEARX,0
ESPORTSTMNT03_3167593,BNK FEARX,0
ESPORTSTMNT03_3167593,Dplus KIA,1
ESPORTSTMNT03_3167810,Kwangdong Freecs,1
ESPORTSTMNT03_3167810,DRX,0
ESPORTSTMNT03_3165973,DRX,0
ESPORTSTMNT03_3165973,Kwangdong Freecs,1
ESPORTSTMNT03_3165974,OKSavingsBank BRION,1
ESPORTSTMNT03_3165974,Nongshim RedForce,0
ESPORTSTMNT03_3166917,Nongshim RedForce,1
ESPORTSTMNT03_3166917,OKSavingsBank BRION,0
ESPORTSTMNT03_3166925,OKSavingsBank BRION,0
ESPORTSTMNT03_3166925,Nongshim RedForce,1
ESPORTSTMNT03_3169046,KT Rolster,1
ESPORTSTMNT03_3169046,Gen.G,0
ESPORTSTMNT03_3170021,Gen.G,1
ESPORTSTMNT03_3170021,KT Rolster,0
ESPORTSTMNT03_3168164,KT Rolster,0
ESPORTSTMNT03_3168164,Gen.G,1
ESPORTSTMNT03_3168168,Hanwha Life Esports,1
ESPORTSTMNT03_3168168,T1,0
ESPORTSTMNT03_3169092,T1,1
ESPORTSTMNT03_3169092,Hanwha Life Esports,0
ESPORTSTMNT03_3170048,T1,1
ESPORTSTMNT03_3170048,Hanwha Life Esports,0
ESPORTSTMNT03_3169206,BNK FEARX,1
ESPORTSTMNT03_3169206,Nongshim RedForce,0
ESPORTSTMNT03_3168300,Nongshim RedForce,0
ESPORTSTMNT03_3168300,BNK FEARX,1
ESPORTSTMNT03_3170167,Kwangdong Freecs,1
ESPORTSTMNT03_3170167,OKSavingsBank BRION,0
ESPORTSTMNT03_3169215,OKSavingsBank BRION,0
ESPORTSTMNT03_3169215,Kwangdong Freecs,1
ESPORTSTMNT01_3368322,paiN Gaming,1
ESPORTSTMNT01_3368322,LOUD,0
ESPORTSTMNT01_3367400,Liberty,0
ESPORTSTMNT01_3367400,INTZ,1
ESPORTSTMNT01_3368381,KaBuM! Esports,0
ESPORTSTMNT01_3368381,Los Grandes,1
ESPORTSTMNT01_3368401,Fluxo,0
ESPORTSTMNT01_3368401,Vivo Keyd Stars,1
ESPORTSTMNT01_3367459,RED Canids,1
ESPORTSTMNT01_3367459,FURIA,0
ESPORTSTMNT03_3170239,DRX,0
ESPORTSTMNT03_3170239,Dplus KIA,1
ESPORTSTMNT03_3170253,DRX,1
ESPORTSTMNT03_3170253,Dplus KIA,0
ESPORTSTMNT03_3168381,Dplus KIA,1
ESPORTSTMNT03_3168381,DRX,0
ESPORTSTMNT03_3170256,Gen.G,1
ESPORTSTMNT03_3170256,T1,0
ESPORTSTMNT03_3169305,T1,1
ESPORTSTMNT03_3169305,Gen.G,0
ESPORTSTMNT03_3170267,Gen.G,1
ESPORTSTMNT03_3170267,T1,0
ESPORTSTMNT01_3367727,Vivo Keyd Stars,1
ESPORTSTMNT01_3367727,KaBuM! Esports,0
ESPORTSTMNT01_3367751,LOUD,0
ESPORTSTMNT01_3367751,Fluxo,1
ESPORTSTMNT01_3367768,INTZ,0
ESPORTSTMNT01_3367768,RED Canids,1
ESPORTSTMNT01_3367798,FURIA,1
ESPORTSTMNT01_3367798,paiN Gaming,0
ESPORTSTMNT01_3366804,Los Grandes,1
ESPORTSTMNT01_3366804,Liberty,0
ESPORTSTMNT01_3372029,Hanwha Life Esports,1
ESPORTSTMNT01_3372029,DRX,0
ESPORTSTMNT01_3373049,DRX,0
ESPORTSTMNT01_3373049,Hanwha Life Esports,1
ESPORTSTMNT01_3372092,Gen.G,1
ESPORTSTMNT01_3372092,Kwangdong Freecs,0
ESPORTSTMNT01_3373110,Kwangdong Freecs,0
ESPORTSTMNT01_3373110,Gen.G,1
ESPORTSTMNT01_3373466,Cloud9,1
ESPORTSTMNT01_3373466,Golden Guardians,0
ESPORTSTMNT01_3373511,Team Liquid,1
ESPORTSTMNT01_3373511,TSM,0
ESPORTSTMNT01_3374504,Immortals,1
ESPORTSTMNT01_3374504,Dignitas,0
ESPORTSTMNT01_3374524,Evil Geniuses,1
ESPORTSTMNT01_3374524,NRG Kia,0
ESPORTSTMNT01_3373576,FlyQuest,0
ESPORTSTMNT01_3373576,100 Thieves,1
ESPORTSTMNT01_3374638,T1,1
ESPORTSTMNT01_3374638,BNK FEARX,0
ESPORTSTMNT01_3372716,BNK FEARX,0
ESPORTSTMNT01_3372716,T1,1
ESPORTSTMNT01_3373726,Dplus KIA,1
ESPORTSTMNT01_3373726,OKSavingsBank BRION,0
ESPORTSTMNT01_3372768,OKSavingsBank BRION,1
ESPORTSTMNT01_3372768,Dplus KIA,0
ESPORTSTMNT01_3374742,Dplus KIA,0
ESPORTSTMNT01_3374742,OKSavingsBank BRION,1
ESPORTSTMNT01_3375039,Dignitas,0
ESPORTSTMNT01_3375039,Cloud9,1
ESPORTSTMNT01_3376068,FlyQuest,0
ESPORTSTMNT01_3376068,TSM,1
ESPORTSTMNT04_2684346,100 Thieves,0
ESPORTSTMNT04_2684346,Team Liquid,1
ESPORTSTMNT04_2683333,NRG Kia,0
ESPORTSTMNT04_2683333,Immortals,1
ESPORTSTMNT04_2685321,Golden Guardians,0
ESPORTSTMNT04_2685321,Evil Geniuses,1
ESPORTSTMNT01_3376223,Nongshim RedForce,0
ESPORTSTMNT01_3376223,Gen.G,1
ESPORTSTMNT01_3376253,Nongshim RedForce,0
ESPORTSTMNT01_3376253,Gen.G,1
ESPORTSTMNT01_3375285,DRX,0
ESPORTSTMNT01_3375285,KT Rolster,1
ESPORTSTMNT01_3375321,DRX,0
ESPORTSTMNT01_3375321,KT Rolster,1
ESPORTSTMNT01_3376571,Immortals,0
ESPORTSTMNT01_3376571,Team Liquid,1
ESPORTSTMNT01_3378493,FlyQuest,0
ESPORTSTMNT01_3378493,Golden Guardians,1
ESPORTSTMNT01_3378516,Evil Geniuses,0
ESPORTSTMNT01_3378516,Dignitas,1
ESPORTSTMNT01_3376629,NRG Kia,1
ESPORTSTMNT01_3376629,100 Thieves,0
ESPORTSTMNT01_3376646,Cloud9,1
ESPORTSTMNT01_3376646,TSM,0
ESPORTSTMNT01_3375723,Hanwha Life Esports,1
ESPORTSTMNT01_3375723,Kwangdong Freecs,0
ESPORTSTMNT01_3376707,Kwangdong Freecs,0
ESPORTSTMNT01_3376707,Hanwha Life Esports,1
ESPORTSTMNT01_3378634,OKSavingsBank BRION,0
ESPORTSTMNT01_3378634,T1,1
ESPORTSTMNT01_3378674,OKSavingsBank BRION,0
ESPORTSTMNT01_3378674,T1,1
ESPORTSTMNT04_2683466,Team Vitality,0
ESPORTSTMNT04_2683466,MAD Lions KOI,1
ESPORTSTMNT01_3375984,Vivo Keyd Stars,0
ESPORTSTMNT01_3375984,INTZ,1
ESPORTSTMNT04_2685458,SK Gaming,0
ESPORTSTMNT04_2685458,Team Heretics,1
ESPORTSTMNT01_3376991,LOUD,0
ESPORTSTMNT01_3376991,RED Canids,1
ESPORTSTMNT01_3380024,KaBuM! Esports,0
ESPORTSTMNT01_3380024,Liberty,1
ESPORTSTMNT04_2685469,Rogue,1
ESPORTSTMNT04_2685469,GiantX,0
ESPORTSTMNT01_3380053,paiN Gaming,1
ESPORTSTMNT01_3380053,Los Grandes,0
ESPORTSTMNT04_2685487,G2 Esports,1
ESPORTSTMNT04_2685487,Team BDS,0
ESPORTSTMNT01_3380083,Fluxo,0
ESPORTSTMNT01_3380083,FURIA,1
ESPORTSTMNT04_2685496,Fnatic,1
ESPORTSTMNT04_2685496,Astralis,0
ESPORTSTMNT01_3379239,BNK FEARX,0
ESPORTSTMNT01_3379239,KT Rolster,1
ESPORTSTMNT01_3380253,BNK FEARX,0
ESPORTSTMNT01_3380253,KT Rolster,1
ESPORTSTMNT01_3380258,Dplus KIA,1
ESPORTSTMNT01_3380258,Nongshim RedForce,0
ESPORTSTMNT01_3381214,Nongshim RedForce,0
ESPORTSTMNT01_3381214,Dplus KIA,1
ESPORTSTMNT04_2684543,Team Vitality,1
ESPORTSTMNT04_2684543,SK Gaming,0
ESPORTSTMNT01_3380451,INTZ,1
ESPORTSTMNT01_3380451,KaBuM! Esports,0
ESPORTSTMNT04_2685544,Fnatic,1
ESPORTSTMNT04_2685544,GiantX,0
ESPORTSTMNT01_3379552,paiN Gaming,1
ESPORTSTMNT01_3379552,Vivo Keyd Stars,0
ESPORTSTMNT04_2684566,MAD Lions KOI,1
ESPORTSTMNT04_2684566,G2 Esports,0
ESPORTSTMNT01_3380510,RED Canids,0
ESPORTSTMNT01_3380510,Fluxo,1
ESPORTSTMNT04_2685564,Team BDS,1
ESPORTSTMNT04_2685564,Rogue,0
ESPORTSTMNT01_3380533,Los Grandes,0
ESPORTSTMNT01_3380533,FURIA,1
ESPORTSTMNT04_2683600,Astralis,0
ESPORTSTMNT04_2683600,Team Heretics,1
ESPORTSTMNT01_3381541,Liberty,0
ESPORTSTMNT01_3381541,LOUD,1
ESPORTSTMNT04_2685587,GiantX,0
ESPORTSTMNT04_2685587,SK Gaming,1
ESPORTSTMNT04_2684610,Team BDS,0
ESPORTSTMNT04_2684610,Astralis,1
ESPORTSTMNT04_2685607,MAD Lions KOI,1
ESPORTSTMNT04_2685607,Rogue,0
ESPORTSTMNT04_2684636,G2 Esports,1
ESPORTSTMNT04_2684636,Fnatic,0
ESPORTSTMNT04_2684645,Team Heretics,1
ESPORTSTMNT04_2684645,Team Vitality,0
ESPORTSTMNT01_3383647,BNK FEARX,1
ESPORTSTMNT01_3383647,OKSavingsBank BRION,0
ESPORTSTMNT01_3383672,BNK FEARX,0
ESPORTSTMNT01_3383672,OKSavingsBank BRION,1
ESPORTSTMNT01_3382782,BNK FEARX,1
ESPORTSTMNT01_3382782,OKSavingsBank BRION,0
ESPORTSTMNT01_3384667,Kwangdong Freecs,0
ESPORTSTMNT01_3384667,T1,1
ESPORTSTMNT01_3384734,Kwangdong Freecs,0
ESPORTSTMNT01_3384734,T1,1
ESPORTSTMNT02_3208561,Dignitas,0
ESPORTSTMNT02_3208561,Golden Guardians,1
ESPORTSTMNT02_3209624,Team Liquid,1
ESPORTSTMNT02_3209624,NRG Kia,0
ESPORTSTMNT02_3209643,Cloud9,1
ESPORTSTMNT02_3209643,FlyQuest,0
ESPORTSTMNT02_3208604,Immortals,0
ESPORTSTMNT02_3208604,TSM,1
ESPORTSTMNT02_3209665,100 Thieves,0
ESPORTSTMNT02_3209665,Evil Geniuses,1
ESPORTSTMNT01_3385158,Gen.G,1
ESPORTSTMNT01_3385158,DRX,0
ESPORTSTMNT01_3385176,DRX,0
ESPORTSTMNT01_3385176,Gen.G,1
ESPORTSTMNT01_3387063,KT Rolster,1
ESPORTSTMNT01_3387063,Dplus KIA,0
ESPORTSTMNT01_3387101,Dplus KIA,0
ESPORTSTMNT01_3387101,KT Rolster,1
ESPORTSTMNT02_3207756,NRG Kia,0
ESPORTSTMNT02_3207756,TSM,1
ESPORTSTMNT02_3209828,Immortals,0
ESPORTSTMNT02_3209828,Golden Guardians,1
ESPORTSTMNT02_3207804,100 Thieves,0
ESPORTSTMNT02_3207804,Cloud9,1
ESPORTSTMNT02_3208818,Dignitas,1
ESPORTSTMNT02_3208818,Team Liquid,0
ESPORTSTMNT02_3207834,Evil Geniuses,1
ESPORTSTMNT02_3207834,FlyQuest,0
ESPORTSTMNT01_3385476,Kwangdong Freecs,1
ESPORTSTMNT01_3385476,Nongshim RedForce,0
ESPORTSTMNT01_3385497,Nongshim RedForce,0
ESPORTSTMNT01_3385497,Kwangdong Freecs,1
ESPORTSTMNT02_3208911,Team Secret,1
ESPORTSTMNT02_3208911,MGN Blue Esports,0
ESPORTSTMNT01_3387354,Hanwha Life Esports,1
ESPORTSTMNT01_3387354,BNK FEARX,0
ESPORTSTMNT02_3207902,MGN Blue Esports,0
ESPORTSTMNT02_3207902,Team Secret,1
ESPORTSTMNT01_3386462,Hanwha Life Esports,0
ESPORTSTMNT01_3386462,BNK FEARX,1
ESPORTSTMNT02_3207914,MGN Vikings Esports,0
ESPORTSTMNT02_3207914,Team Whales,1
ESPORTSTMNT01_3387396,Hanwha Life Esports,1
ESPORTSTMNT01_3387396,BNK FEARX,0
ESPORTSTMNT02_3208937,Team Whales,0
ESPORTSTMNT02_3208937,MGN Vikings Esports,1
ESPORTSTMNT02_3208942,MGN Vikings Esports,0
ESPORTSTMNT02_3208942,Team Whales,1
ESPORTSTMNT02_3208994,Golden Guardians,1
ESPORTSTMNT02_3208994,TSM,0
ESPORTSTMNT02_3212009,Immortals,0
ESPORTSTMNT02_3212009,100 Thieves,1
ESPORTSTMNT02_3211039,Team Liquid,0
ESPORTSTMNT02_3211039,Evil Geniuses,1
ESPORTSTMNT02_3211054,FlyQuest,0
ESPORTSTMNT02_3211054,Dignitas,1
ESPORTSTMNT02_3210080,Cloud9,0
ESPORTSTMNT02_3210080,NRG Kia,1
ESPORTSTMNT01_3387569,Dplus KIA,0
ESPORTSTMNT01_3387569,Gen.G,1
ESPORTSTMNT01_3385750,Dplus KIA,1
ESPORTSTMNT01_3385750,Gen.G,0
ESPORTSTMNT01_3387594,Gen.G,1
ESPORTSTMNT01_3387594,Dplus KIA,0
ESPORTSTMNT01_3385759,T1,0
ESPORTSTMNT01_3385759,KT Rolster,1
ESPORTSTMNT01_3386695,T1,0
ESPORTSTMNT01_3386695,KT Rolster,1
ESPORTSTMNT02_3212129,Team Flash,1
ESPORTSTMNT02_3212129,CERBERUS Esports,0
ESPORTSTMNT02_3212138,CERBERUS Esports,0
ESPORTSTMNT02_3212138,Team Flash,1
ESPORTSTMNT02_3211174,Team Secret,1
ESPORTSTMNT02_3211174,MGN Vikings Esports,0
ESPORTSTMNT02_3212161,MGN Vikings Esports,0
ESPORTSTMNT02_3212161,Team Secret,1
ESPORTSTMNT04_2688038,SK Gaming,0
ESPORTSTMNT04_2688038,Team BDS,1
ESPORTSTMNT02_3212182,RED Canids,1
ESPORTSTMNT02_3212182,paiN Gaming,0
ESPORTSTMNT04_2687063,GiantX,1
ESPORTSTMNT04_2687063,Team Heretics,0
ESPORTSTMNT02_3212196,FURIA,0
ESPORTSTMNT02_3212196,INTZ,1
ESPORTSTMNT04_2688068,Rogue,0
ESPORTSTMNT04_2688068,Fnatic,1
ESPORTSTMNT02_3210268,Fluxo,1
ESPORTSTMNT02_3210268,Liberty,0
ESPORTSTMNT04_2686073,Team Vitality,0
ESPORTSTMNT04_2686073,G2 Esports,1
ESPORTSTMNT02_3210287,Los Grandes,0
ESPORTSTMNT02_3210287,Vivo Keyd Stars,1
ESPORTSTMNT04_2688085,Astralis,0
ESPORTSTMNT04_2688085,MAD Lions KOI,1
ESPORTSTMNT02_3212243,LOUD,1
ESPORTSTMNT02_3212243,KaBuM! Esports,0
ESPORTSTMNT01_3388081,Nongshim RedForce,1
ESPORTSTMNT01_3388081,DRX,0
ESPORTSTMNT01_3386968,DRX,1
ESPORTSTMNT01_3386968,Nongshim RedForce,0
ESPORTSTMNT01_3388094,Nongshim RedForce,0
ESPORTSTMNT01_3388094,DRX,1
