gameid,teamname,result
ESPORTSTMNT06_2774857,MAD Lions KOI,1
ESPORTSTMNT01_3329040,paiN Gaming,1
ESPORTSTMNT01_3329040,Liberty,0
ESPORTSTMNT06_2775833,Team Heretics,1
ESPORTSTMNT06_2775833,GiantX,0
ESPORTSTMNT01_3328068,INTZ,1
ESPORTSTMNT01_3328068,Fluxo,0
ESPORTSTMNT06_2774880,Fnatic,0
ESPORTSTMNT06_2774880,Team BDS,1
ESPORTSTMNT01_3328079,KaBuM! Esports,1
ESPORTSTMNT01_3328079,Vivo Keyd Stars,0
ESPORTSTMNT06_2774885,Team Vitality,1
ESPORTSTMNT06_2774885,SK Gaming,0
ESPORTSTMNT01_3328094,RED Canids,0
ESPORTSTMNT01_3328094,FURIA,1
ESPORTSTMNT06_2773874,Rogue,1
ESPORTSTMNT06_2773874,G2 Esports,0
ESPORTSTMNT01_3327201,T1,1
ESPORTSTMNT01_3327201,Nongshim RedForce,0
ESPORTSTMNT01_3328186,Nongshim RedForce,0
ESPORTSTMNT01_3328186,T1,1
ESPORTSTMNT01_3328190,KT Rolster,1
ESPORTSTMNT01_3328190,DRX,0
ESPORTSTMNT01_3328205,KT Rolster,1
ESPORTSTMNT01_3328205,DRX,0
ESPORTSTMNT03_3131746,MGN Blue Esports,0
ESPORTSTMNT03_3131746,Team Whales,1
ESPORTSTMNT03_3129812,Team Whales,1
ESPORTSTMNT03_3129812,MGN Blue Esports,0
ESPORTSTMNT03_3131763,SBTC Esports,0
ESPORTSTMNT03_3131763,Team Secret,1
ESPORTSTMNT03_3129819,Team Secret,1
ESPORTSTMNT03_3129819,SBTC Esports,0
ESPORTSTMNT01_3328298,paiN Gaming,1
ESPORTSTMNT01_3328298,KaBuM! Esports,0
ESPORTSTMNT06_2774912,Team BDS,1
ESPORTSTMNT06_2774912,Astralis,0
ESPORTSTMNT01_3329301,LOUD,1
ESPORTSTMNT01_3329301,Liberty,0
ESPORTSTMNT01_3327386,Vivo Keyd Stars,1
ESPORTSTMNT01_3327386,INTZ,0
ESPORTSTMNT06_2775881,GiantX,1
ESPORTSTMNT06_2775881,MAD Lions KOI,0
ESPORTSTMNT06_2774934,Team Heretics,0
ESPORTSTMNT06_2774934,Fnatic,1
ESPORTSTMNT01_3328379,Fluxo,0
ESPORTSTMNT01_3328379,RED Canids,1
ESPORTSTMNT01_3328411,Los Grandes,0
ESPORTSTMNT01_3328411,FURIA,1
ESPORTSTMNT06_2775898,SK Gaming,0
ESPORTSTMNT06_2775898,Rogue,1
ESPORTSTMNT06_2775908,G2 Esports,1
ESPORTSTMNT06_2775908,Team Vitality,0
ESPORTSTMNT06_2773941,GiantX,0
ESPORTSTMNT06_2773941,SK Gaming,1
ESPORTSTMNT06_2773955,MAD Lions KOI,0
ESPORTSTMNT06_2773955,Team Heretics,1
ESPORTSTMNT03_3131863,Astralis,1
ESPORTSTMNT03_3131863,Team Vitality,0
ESPORTSTMNT06_2773965,Team BDS,0
ESPORTSTMNT06_2773965,G2 Esports,1
ESPORTSTMNT06_2773972,Fnatic,1
ESPORTSTMNT06_2773972,Rogue,0
ESPORTSTMNT01_3330071,BNK FEARX,0
ESPORTSTMNT01_3330071,KT Rolster,1
ESPORTSTMNT01_3331073,BNK FEARX,1
ESPORTSTMNT01_3331073,KT Rolster,0
ESPORTSTMNT01_3331076,KT Rolster,1
ESPORTSTMNT01_3331076,BNK FEARX,0
ESPORTSTMNT01_3332065,BNK FEARX,0
ESPORTSTMNT01_3332065,KT Rolster,1
ESPORTSTMNT01_3332285,Dplus KIA,0
ESPORTSTMNT01_3332285,Hanwha Life Esports,1
ESPORTSTMNT01_3331293,Dplus KIA,1
ESPORTSTMNT01_3331293,Hanwha Life Esports,0
ESPORTSTMNT01_3330335,CTBC Flying Oyster,1
ESPORTSTMNT01_3330335,Chiefs Esports Club,0
ESPORTSTMNT01_3332318,Hanwha Life Esports,1
ESPORTSTMNT01_3332318,Dplus KIA,0
ESPORTSTMNT01_3332328,CTBC Flying Oyster,1
ESPORTSTMNT01_3332328,Chiefs Esports Club,0
ESPORTSTMNT01_3332332,GAM Esports,0
ESPORTSTMNT01_3332332,Team Flash,1
ESPORTSTMNT01_3331318,Dplus KIA,0
ESPORTSTMNT01_3331318,Hanwha Life Esports,1
ESPORTSTMNT01_3332334,Chiefs Esports Club,0
ESPORTSTMNT01_3332334,CTBC Flying Oyster,1
ESPORTSTMNT01_3330362,Team Flash,0
ESPORTSTMNT01_3330362,GAM Esports,1
ESPORTSTMNT01_3331333,GAM Esports,1
ESPORTSTMNT01_3331333,Team Flash,0
ESPORTSTMNT01_3331357,MGN Vikings Esports,1
ESPORTSTMNT01_3331357,CERBERUS Esports,0
ESPORTSTMNT01_3331382,CERBERUS Esports,1
ESPORTSTMNT01_3331382,MGN Vikings Esports,0
ESPORTSTMNT01_3332417,MGN Vikings Esports,0
ESPORTSTMNT01_3332417,CERBERUS Esports,1
ESPORTSTMNT01_3331467,FlyQuest,1
ESPORTSTMNT01_3331467,100 Thieves,0
ESPORTSTMNT01_3331486,FlyQuest,1
ESPORTSTMNT01_3331486,100 Thieves,0
ESPORTSTMNT01_3330530,100 Thieves,0
ESPORTSTMNT01_3330530,FlyQuest,1
ESPORTSTMNT01_3331580,Team Bliss,0
ESPORTSTMNT01_3331580,Impunity,1
ESPORTSTMNT01_3331591,Impunity,1
ESPORTSTMNT01_3331591,Team Bliss,0
ESPORTSTMNT01_3331595,MGN Blue Esports,0
ESPORTSTMNT01_3331595,GAM Esports,1
ESPORTSTMNT01_3332618,GAM Esports,1
ESPORTSTMNT01_3332618,MGN Blue Esports,0
ESPORTSTMNT01_3330640,Impunity,1
ESPORTSTMNT01_3330640,Team Bliss,0
ESPORTSTMNT01_3332633,Team Whales,0
ESPORTSTMNT01_3332633,SBTC Esports,1
ESPORTSTMNT01_3332640,SBTC Esports,0
ESPORTSTMNT01_3332640,Team Whales,1
ESPORTSTMNT01_3331625,Team Whales,0
ESPORTSTMNT01_3331625,SBTC Esports,1
ESPORTSTMNT01_3332679,FURIA,1
ESPORTSTMNT01_3332679,Fluxo,0
ESPORTSTMNT01_3332704,FURIA,1
ESPORTSTMNT01_3332704,Fluxo,0
ESPORTSTMNT01_3331687,FURIA,1
ESPORTSTMNT01_3331687,Fluxo,0
ESPORTSTMNT01_3330766,Cloud9,1
ESPORTSTMNT01_3330766,NRG Kia,0
ESPORTSTMNT01_3332769,NRG Kia,1
ESPORTSTMNT01_3332769,Cloud9,0
ESPORTSTMNT01_3332778,Cloud9,1
ESPORTSTMNT01_3332778,NRG Kia,0
ESPORTSTMNT01_3332787,NRG Kia,0
ESPORTSTMNT01_3332787,Cloud9,1
ESPORTSTMNT01_3332801,T1,1
ESPORTSTMNT01_3332801,KT Rolster,0
ESPORTSTMNT01_3331791,KT Rolster,1
ESPORTSTMNT01_3331791,T1,0
ESPORTSTMNT01_3331800,T1,1
ESPORTSTMNT01_3331800,KT Rolster,0
ESPORTSTMNT01_3330869,KT Rolster,1
ESPORTSTMNT01_3330869,T1,0
ESPORTSTMNT01_3330875,Chiefs Esports Club,0
ESPORTSTMNT01_3330875,Beyond Gaming,1
ESPORTSTMNT01_3331817,T1,1
ESPORTSTMNT01_3331817,KT Rolster,0
ESPORTSTMNT01_3332848,Beyond Gaming,1
ESPORTSTMNT01_3332848,Chiefs Esports Club,0
ESPORTSTMNT01_3332853,CERBERUS Esports,1
ESPORTSTMNT01_3332853,Team Flash,0
ESPORTSTMNT01_3330889,Team Flash,0
ESPORTSTMNT01_3330889,CERBERUS Esports,1
ESPORTSTMNT01_3330891,Beyond Gaming,0
ESPORTSTMNT01_3330891,Chiefs Esports Club,1
ESPORTSTMNT01_3331844,Beyond Gaming,1
ESPORTSTMNT01_3331844,Chiefs Esports Club,0
ESPORTSTMNT01_3330904,Team Secret,1
ESPORTSTMNT01_3330904,MGN Vikings Esports,0
ESPORTSTMNT01_3331856,MGN Vikings Esports,1
ESPORTSTMNT01_3331856,Team Secret,0
ESPORTSTMNT01_3331878,Team Secret,0
ESPORTSTMNT01_3331878,MGN Vikings Esports,1
ESPORTSTMNT01_3330970,RED Canids,0
ESPORTSTMNT01_3330970,paiN Gaming,1
ESPORTSTMNT06_2777029,Team Heretics,0
ESPORTSTMNT06_2777029,Astralis,1
ESPORTSTMNT01_3331934,paiN Gaming,1
ESPORTSTMNT01_3331934,RED Canids,0
ESPORTSTMNT06_2777051,Rogue,1
ESPORTSTMNT06_2777051,GiantX,0
ESPORTSTMNT01_3333009,paiN Gaming,1
ESPORTSTMNT01_3333009,RED Canids,0
ESPORTSTMNT06_2778032,Team Vitality,0
ESPORTSTMNT06_2778032,Team BDS,1
ESPORTSTMNT06_2776059,Fnatic,1
ESPORTSTMNT06_2776059,MAD Lions KOI,0
ESPORTSTMNT01_3331967,100 Thieves,1
ESPORTSTMNT01_3331967,Golden Guardians,0
ESPORTSTMNT06_2777070,SK Gaming,0
ESPORTSTMNT06_2777070,G2 Esports,1
ESPORTSTMNT01_3334011,Golden Guardians,1
ESPORTSTMNT01_3334011,100 Thieves,0
ESPORTSTMNT01_3334019,100 Thieves,1
ESPORTSTMNT01_3334019,Golden Guardians,0
ESPORTSTMNT01_3335003,Golden Guardians,1
ESPORTSTMNT01_3335003,100 Thieves,0
ESPORTSTMNT01_3333073,100 Thieves,0
ESPORTSTMNT01_3333073,Golden Guardians,1
ESPORTSTMNT01_3334067,Gen.G,1
ESPORTSTMNT01_3334067,Hanwha Life Esports,0
ESPORTSTMNT01_3333121,Hanwha Life Esports,0
ESPORTSTMNT01_3333121,Gen.G,1
ESPORTSTMNT01_3335064,Hanwha Life Esports,1
ESPORTSTMNT01_3335064,Gen.G,0
ESPORTSTMNT01_3334092,Gen.G,1
ESPORTSTMNT01_3334092,Hanwha Life Esports,0
ESPORTSTMNT01_3335076,Team Bliss,0
ESPORTSTMNT01_3335076,Deep Cross Gaming,1
ESPORTSTMNT01_3333148,Team Bliss,0
ESPORTSTMNT01_3333148,Deep Cross Gaming,1
ESPORTSTMNT01_3333144,MGN Blue Esports,1
ESPORTSTMNT01_3333144,CERBERUS Esports,0
ESPORTSTMNT01_3333149,Deep Cross Gaming,1
ESPORTSTMNT01_3333149,Team Bliss,0
ESPORTSTMNT01_3333153,CERBERUS Esports,0
ESPORTSTMNT01_3333153,MGN Blue Esports,1
ESPORTSTMNT01_3333167,GAM Esports,1
ESPORTSTMNT01_3333167,Team Whales,0
ESPORTSTMNT01_3333185,Team Whales,1
ESPORTSTMNT01_3333185,GAM Esports,0
ESPORTSTMNT01_3334143,GAM Esports,1
ESPORTSTMNT01_3334143,Team Whales,0
ESPORTSTMNT06_2776067,GiantX,0
ESPORTSTMNT06_2776067,Astralis,1
ESPORTSTMNT01_3335145,LOUD,1
ESPORTSTMNT01_3335145,Los Grandes,0
ESPORTSTMNT06_2777089,MAD Lions KOI,1
ESPORTSTMNT06_2777089,SK Gaming,0
ESPORTSTMNT01_3334178,Los Grandes,1
ESPORTSTMNT01_3334178,LOUD,0
ESPORTSTMNT06_2777097,Rogue,0
ESPORTSTMNT06_2777097,Team BDS,1
ESPORTSTMNT01_3333240,LOUD,1
ESPORTSTMNT01_3333240,Los Grandes,0
ESPORTSTMNT06_2778069,Team Vitality,1
ESPORTSTMNT06_2778069,Team Heretics,0
ESPORTSTMNT01_3334191,Los Grandes,0
ESPORTSTMNT01_3334191,LOUD,1
ESPORTSTMNT06_2778074,G2 Esports,0
ESPORTSTMNT06_2778074,Fnatic,1
ESPORTSTMNT01_3335201,NRG Kia,0
ESPORTSTMNT01_3335201,Evil Geniuses,1
ESPORTSTMNT01_3333294,NRG Kia,0
ESPORTSTMNT01_3333294,Evil Geniuses,1
ESPORTSTMNT01_3333302,NRG Kia,0
ESPORTSTMNT01_3333302,Evil Geniuses,1
ESPORTSTMNT06_2778084,Team BDS,1
ESPORTSTMNT06_2778084,GiantX,0
ESPORTSTMNT06_2777123,Astralis,1
ESPORTSTMNT06_2777123,Fnatic,0
ESPORTSTMNT06_2778102,Team Heretics,1
ESPORTSTMNT06_2778102,SK Gaming,0
ESPORTSTMNT06_2777132,MAD Lions KOI,0
ESPORTSTMNT06_2777132,G2 Esports,1
ESPORTSTMNT06_2778117,Rogue,0
ESPORTSTMNT06_2778117,Team Vitality,1
ESPORTSTMNT06_2776133,Team Heretics,0
ESPORTSTMNT06_2776133,MAD Lions KOI,1
ESPORTSTMNT01_3336224,Frank Esports,1
ESPORTSTMNT01_3336224,CTBC Flying Oyster,0
ESPORTSTMNT01_3338151,CTBC Flying Oyster,0
ESPORTSTMNT01_3338151,Frank Esports,1
ESPORTSTMNT01_3336250,Team Secret,1
ESPORTSTMNT01_3336250,MGN Blue Esports,0
ESPORTSTMNT01_3336261,MGN Blue Esports,1
ESPORTSTMNT01_3336261,Team Secret,0
ESPORTSTMNT01_3338173,CTBC Flying Oyster,1
ESPORTSTMNT01_3338173,Frank Esports,0
ESPORTSTMNT01_3338181,Team Secret,1
ESPORTSTMNT01_3338181,MGN Blue Esports,0
ESPORTSTMNT01_3336270,Frank Esports,0
ESPORTSTMNT01_3336270,CTBC Flying Oyster,1
ESPORTSTMNT01_3338205,Frank Esports,0
ESPORTSTMNT01_3338205,CTBC Flying Oyster,1
ESPORTSTMNT01_3337205,SBTC Esports,1
ESPORTSTMNT01_3337205,Team Flash,0
ESPORTSTMNT01_3337227,Team Flash,0
ESPORTSTMNT01_3337227,SBTC Esports,1
ESPORTSTMNT01_3338344,Cloud9,1
ESPORTSTMNT01_3338344,FlyQuest,0
ESPORTSTMNT01_3336443,FlyQuest,0
ESPORTSTMNT01_3336443,Cloud9,1
ESPORTSTMNT01_3337340,FlyQuest,0
ESPORTSTMNT01_3337340,Cloud9,1
ESPORTSTMNT01_3336544,PSG Talon,0
ESPORTSTMNT01_3336544,Impunity,1
ESPORTSTMNT01_3336575,PSG Talon,0
ESPORTSTMNT01_3336575,Impunity,1
ESPORTSTMNT01_3337471,Team Flash,1
ESPORTSTMNT01_3337471,Team Secret,0
ESPORTSTMNT01_3338486,PSG Talon,1
ESPORTSTMNT01_3338486,Impunity,0
ESPORTSTMNT01_3338488,Team Secret,0
ESPORTSTMNT01_3338488,Team Flash,1
ESPORTSTMNT01_3338510,PSG Talon,1
ESPORTSTMNT01_3338510,Impunity,0
ESPORTSTMNT01_3338507,MGN Vikings Esports,0
ESPORTSTMNT01_3338507,SBTC Esports,1
ESPORTSTMNT01_3337518,PSG Talon,1
ESPORTSTMNT01_3337518,Impunity,0
ESPORTSTMNT01_3338522,SBTC Esports,0
ESPORTSTMNT01_3338522,MGN Vikings Esports,1
ESPORTSTMNT01_3338531,MGN Vikings Esports,0
ESPORTSTMNT01_3338531,SBTC Esports,1
ESPORTSTMNT01_3338636,Evil Geniuses,0
ESPORTSTMNT01_3338636,Golden Guardians,1
ESPORTSTMNT01_3338662,Evil Geniuses,0
ESPORTSTMNT01_3338662,Golden Guardians,1
ESPORTSTMNT01_3337648,Golden Guardians,1
ESPORTSTMNT01_3337648,Evil Geniuses,0
ESPORTSTMNT01_3336792,T1,1
ESPORTSTMNT01_3336792,Gen.G,0
ESPORTSTMNT01_3338726,Gen.G,0
ESPORTSTMNT01_3338726,T1,1
ESPORTSTMNT01_3336831,Gen.G,1
ESPORTSTMNT01_3336831,T1,0
ESPORTSTMNT01_3338759,Frank Esports,1
ESPORTSTMNT01_3338759,Deep Cross Gaming,0
ESPORTSTMNT01_3336846,T1,1
ESPORTSTMNT01_3336846,Gen.G,0
ESPORTSTMNT01_3336865,Deep Cross Gaming,1
ESPORTSTMNT01_3336865,Frank Esports,0
ESPORTSTMNT01_3337758,MGN Blue Esports,0
ESPORTSTMNT01_3337758,SBTC Esports,1
ESPORTSTMNT01_3337768,Frank Esports,1
ESPORTSTMNT01_3337768,Deep Cross Gaming,0
ESPORTSTMNT01_3338794,SBTC Esports,1
ESPORTSTMNT01_3338794,MGN Blue Esports,0
ESPORTSTMNT01_3337783,Team Flash,0
ESPORTSTMNT01_3337783,MGN Vikings Esports,1
ESPORTSTMNT01_3337791,Deep Cross Gaming,1
ESPORTSTMNT01_3337791,Frank Esports,0
ESPORTSTMNT01_3337796,MGN Vikings Esports,0
ESPORTSTMNT01_3337796,Team Flash,1
ESPORTSTMNT01_3338831,Frank Esports,1
ESPORTSTMNT01_3338831,Deep Cross Gaming,0
ESPORTSTMNT01_3338851,Team Flash,0
ESPORTSTMNT01_3338851,MGN Vikings Esports,1
ESPORTSTMNT01_3336956,RED Canids,1
ESPORTSTMNT01_3336956,FURIA,0
ESPORTSTMNT01_3338904,FURIA,1
ESPORTSTMNT01_3338904,RED Canids,0
ESPORTSTMNT01_3336977,RED Canids,1
ESPORTSTMNT01_3336977,FURIA,0
ESPORTSTMNT01_3338918,RED Canids,0
ESPORTSTMNT01_3338918,FURIA,1
ESPORTSTMNT01_3337903,RED Canids,0
ESPORTSTMNT01_3337903,FURIA,1
ESPORTSTMNT01_3337944,KT Rolster,1
ESPORTSTMNT01_3337944,Hanwha Life Esports,0
ESPORTSTMNT01_3339077,Hanwha Life Esports,0
ESPORTSTMNT01_3339077,KT Rolster,1
ESPORTSTMNT01_3337979,Hanwha Life Esports,1
ESPORTSTMNT01_3337979,KT Rolster,0
ESPORTSTMNT01_3339101,Impunity,0
ESPORTSTMNT01_3339101,Beyond Gaming,1
ESPORTSTMNT01_3339102,KT Rolster,1
ESPORTSTMNT01_3339102,Hanwha Life Esports,0
ESPORTSTMNT01_3341009,Beyond Gaming,0
ESPORTSTMNT01_3341009,Impunity,1
ESPORTSTMNT01_3339112,Team Whales,1
ESPORTSTMNT01_3339112,CERBERUS Esports,0
ESPORTSTMNT01_3339116,Impunity,0
ESPORTSTMNT01_3339116,Beyond Gaming,1
ESPORTSTMNT01_3340043,CERBERUS Esports,1
ESPORTSTMNT01_3340043,Team Whales,0
ESPORTSTMNT01_3339121,Beyond Gaming,0
ESPORTSTMNT01_3339121,Impunity,1
ESPORTSTMNT01_3340046,Team Whales,1
ESPORTSTMNT01_3340046,CERBERUS Esports,0
ESPORTSTMNT01_3339136,GAM Esports,0
ESPORTSTMNT01_3339136,Team Secret,1
ESPORTSTMNT01_3340066,Beyond Gaming,0
ESPORTSTMNT01_3340066,Impunity,1
ESPORTSTMNT01_3339153,Team Secret,0
ESPORTSTMNT01_3339153,GAM Esports,1
ESPORTSTMNT01_3341050,GAM Esports,1
ESPORTSTMNT01_3341050,Team Secret,0
ESPORTSTMNT01_3339169,paiN Gaming,1
ESPORTSTMNT01_3339169,LOUD,0
ESPORTSTMNT01_3339186,LOUD,1
ESPORTSTMNT01_3339186,paiN Gaming,0
ESPORTSTMNT01_3341080,paiN Gaming,0
ESPORTSTMNT01_3341080,LOUD,1
ESPORTSTMNT01_3340115,paiN Gaming,0
ESPORTSTMNT01_3340115,LOUD,1
ESPORTSTMNT02_3187636,Team Whales,1
ESPORTSTMNT02_3187636,MGN Vikings Esports,0
ESPORTSTMNT02_3186649,MGN Vikings Esports,0
ESPORTSTMNT02_3186649,Team Whales,1
ESPORTSTMNT02_3187653,CERBERUS Esports,0
ESPORTSTMNT02_3187653,GAM Esports,1
ESPORTSTMNT02_3188670,GAM Esports,1
ESPORTSTMNT02_3188670,CERBERUS Esports,0
ESPORTSTMNT01_3340656,PSG Talon,1
ESPORTSTMNT01_3340656,CTBC Flying Oyster,0
ESPORTSTMNT01_3339740,PSG Talon,1
ESPORTSTMNT01_3339740,CTBC Flying Oyster,0
ESPORTSTMNT02_3187733,MGN Blue Esports,1
ESPORTSTMNT02_3187733,Team Flash,0
ESPORTSTMNT01_3340668,CTBC Flying Oyster,1
ESPORTSTMNT01_3340668,PSG Talon,0
ESPORTSTMNT02_3186744,Team Flash,1
ESPORTSTMNT02_3186744,MGN Blue Esports,0
ESPORTSTMNT02_3186748,MGN Blue Esports,0
ESPORTSTMNT02_3186748,Team Flash,1
ESPORTSTMNT01_3339762,PSG Talon,0
ESPORTSTMNT01_3339762,CTBC Flying Oyster,1
ESPORTSTMNT02_3187760,Team Whales,1
ESPORTSTMNT02_3187760,Team Secret,0
ESPORTSTMNT01_3340686,PSG Talon,1
ESPORTSTMNT01_3340686,CTBC Flying Oyster,0
ESPORTSTMNT02_3188790,Team Secret,0
ESPORTSTMNT02_3188790,Team Whales,1
ESPORTSTMNT01_3340826,Frank Esports,1
ESPORTSTMNT01_3340826,Impunity,0
ESPORTSTMNT01_3339915,Impunity,0
ESPORTSTMNT01_3339915,Frank Esports,1
ESPORTSTMNT02_3187849,MGN Vikings Esports,1
ESPORTSTMNT02_3187849,MGN Blue Esports,0
ESPORTSTMNT02_3186869,MGN Blue Esports,0
ESPORTSTMNT02_3186869,MGN Vikings Esports,1
ESPORTSTMNT01_3341830,Frank Esports,1
ESPORTSTMNT01_3341830,Impunity,0
ESPORTSTMNT02_3186879,SBTC Esports,0
ESPORTSTMNT02_3186879,GAM Esports,1
ESPORTSTMNT02_3188893,GAM Esports,0
ESPORTSTMNT02_3188893,SBTC Esports,1
ESPORTSTMNT02_3186900,SBTC Esports,0
ESPORTSTMNT02_3186900,GAM Esports,1
ESPORTSTMNT01_3340970,Gen.G,0
ESPORTSTMNT01_3340970,KT Rolster,1
ESPORTSTMNT01_3340987,Gen.G,1
ESPORTSTMNT01_3340987,KT Rolster,0
ESPORTSTMNT01_3341983,KT Rolster,0
ESPORTSTMNT01_3341983,Gen.G,1
ESPORTSTMNT01_3341999,KT Rolster,0
ESPORTSTMNT01_3341999,Gen.G,1
ESPORTSTMNT01_3343014,CTBC Flying Oyster,1
ESPORTSTMNT01_3343014,Frank Esports,0
ESPORTSTMNT01_3344006,Frank Esports,1
ESPORTSTMNT01_3344006,CTBC Flying Oyster,0
ESPORTSTMNT02_3186965,Team Flash,0
ESPORTSTMNT02_3186965,Team Whales,1
ESPORTSTMNT01_3343025,CTBC Flying Oyster,0
ESPORTSTMNT01_3343025,Frank Esports,1
ESPORTSTMNT02_3187940,Team Whales,1
ESPORTSTMNT02_3187940,Team Flash,0
ESPORTSTMNT01_3344015,CTBC Flying Oyster,0
ESPORTSTMNT01_3344015,Frank Esports,1
ESPORTSTMNT02_3187947,Team Secret,0
ESPORTSTMNT02_3187947,CERBERUS Esports,1
ESPORTSTMNT02_3187952,CERBERUS Esports,1
ESPORTSTMNT02_3187952,Team Secret,0
ESPORTSTMNT05_3221203,Team Vitality,1
ESPORTSTMNT05_3221203,MAD Lions KOI,0
ESPORTSTMNT01_3342132,Los Grandes,1
ESPORTSTMNT01_3342132,FURIA,0
ESPORTSTMNT05_3220221,MAD Lions KOI,0
ESPORTSTMNT05_3220221,Team Vitality,1
ESPORTSTMNT01_3342148,FURIA,0
ESPORTSTMNT01_3342148,Los Grandes,1
ESPORTSTMNT05_3221222,Astralis,1
ESPORTSTMNT05_3221222,Fnatic,0
ESPORTSTMNT01_3344078,Los Grandes,1
ESPORTSTMNT01_3344078,FURIA,0
ESPORTSTMNT05_3220228,Astralis,0
ESPORTSTMNT05_3220228,Fnatic,1
ESPORTSTMNT05_3222225,Astralis,1
ESPORTSTMNT05_3222225,Fnatic,0
ESPORTSTMNT01_3342164,FlyQuest,1
ESPORTSTMNT01_3342164,Golden Guardians,0
ESPORTSTMNT01_3343111,Golden Guardians,1
ESPORTSTMNT01_3343111,FlyQuest,0
ESPORTSTMNT01_3342185,FlyQuest,1
ESPORTSTMNT01_3342185,Golden Guardians,0
ESPORTSTMNT01_3342188,Golden Guardians,1
ESPORTSTMNT01_3342188,FlyQuest,0
ESPORTSTMNT01_3342189,FlyQuest,0
ESPORTSTMNT01_3342189,Golden Guardians,1
ESPORTSTMNT01_3344120,T1,0
ESPORTSTMNT01_3344120,Gen.G,1
ESPORTSTMNT01_3344136,T1,0
ESPORTSTMNT01_3344136,Gen.G,1
ESPORTSTMNT01_3344140,T1,1
ESPORTSTMNT01_3344140,Gen.G,0
ESPORTSTMNT01_3344159,PSG Talon,1
ESPORTSTMNT01_3344159,Frank Esports,0
ESPORTSTMNT01_3344160,Gen.G,1
ESPORTSTMNT01_3344160,T1,0
ESPORTSTMNT01_3343164,Frank Esports,0
ESPORTSTMNT01_3343164,PSG Talon,1
ESPORTSTMNT02_3190045,CERBERUS Esports,1
ESPORTSTMNT02_3190045,SBTC Esports,0
ESPORTSTMNT01_3344163,Frank Esports,0
ESPORTSTMNT01_3344163,PSG Talon,1
ESPORTSTMNT02_3191016,SBTC Esports,1
ESPORTSTMNT02_3191016,CERBERUS Esports,0
ESPORTSTMNT02_3190049,CERBERUS Esports,0
ESPORTSTMNT02_3190049,SBTC Esports,1
ESPORTSTMNT02_3191039,GAM Esports,1
ESPORTSTMNT02_3191039,MGN Vikings Esports,0
ESPORTSTMNT02_3190075,MGN Vikings Esports,0
ESPORTSTMNT02_3190075,GAM Esports,1
ESPORTSTMNT05_3222228,Team BDS,1
ESPORTSTMNT05_3222228,SK Gaming,0
ESPORTSTMNT01_3343177,Los Grandes,0
ESPORTSTMNT01_3343177,paiN Gaming,1
ESPORTSTMNT05_3220243,SK Gaming,0
ESPORTSTMNT05_3220243,Team BDS,1
ESPORTSTMNT01_3344199,Los Grandes,0
ESPORTSTMNT01_3344199,paiN Gaming,1
ESPORTSTMNT05_3221239,G2 Esports,1
ESPORTSTMNT05_3221239,Rogue,0
ESPORTSTMNT01_3343196,Los Grandes,1
ESPORTSTMNT01_3343196,paiN Gaming,0
ESPORTSTMNT05_3222242,Rogue,1
ESPORTSTMNT05_3222242,G2 Esports,0
ESPORTSTMNT01_3344212,paiN Gaming,0
ESPORTSTMNT01_3344212,Los Grandes,1
ESPORTSTMNT05_3220251,G2 Esports,0
ESPORTSTMNT05_3220251,Rogue,1
ESPORTSTMNT01_3344227,paiN Gaming,1
ESPORTSTMNT01_3344227,Los Grandes,0
ESPORTSTMNT01_3343206,Cloud9,1
ESPORTSTMNT01_3343206,Golden Guardians,0
ESPORTSTMNT01_3342290,Golden Guardians,1
ESPORTSTMNT01_3342290,Cloud9,0
ESPORTSTMNT01_3342295,Cloud9,1
ESPORTSTMNT01_3342295,Golden Guardians,0
ESPORTSTMNT01_3344237,Golden Guardians,0
ESPORTSTMNT01_3344237,Cloud9,1
ESPORTSTMNT02_3191123,SBTC Esports,0
ESPORTSTMNT02_3191123,Team Whales,1
ESPORTSTMNT02_3189141,Team Whales,0
ESPORTSTMNT02_3189141,SBTC Esports,1
ESPORTSTMNT02_3190155,SBTC Esports,0
ESPORTSTMNT02_3190155,Team Whales,1
ESPORTSTMNT05_3220263,Astralis,0
ESPORTSTMNT05_3220263,Team Vitality,1
ESPORTSTMNT05_3220281,Astralis,0
ESPORTSTMNT05_3220281,Team Vitality,1
ESPORTSTMNT05_3220282,Team BDS,1
ESPORTSTMNT05_3220282,Rogue,0
ESPORTSTMNT05_3221278,Rogue,0
ESPORTSTMNT05_3221278,Team BDS,1
ESPORTSTMNT02_3189394,CERBERUS Esports,1
ESPORTSTMNT02_3189394,GAM Esports,0
ESPORTSTMNT02_3191402,CERBERUS Esports,0
ESPORTSTMNT02_3191402,GAM Esports,1
ESPORTSTMNT02_3189397,CERBERUS Esports,0
ESPORTSTMNT02_3189397,GAM Esports,1
ESPORTSTMNT02_3190419,CERBERUS Esports,0
ESPORTSTMNT02_3190419,GAM Esports,1
ESPORTSTMNT02_3190503,SBTC Esports,0
ESPORTSTMNT02_3190503,Team Whales,1
ESPORTSTMNT02_3190513,Team Whales,0
ESPORTSTMNT02_3190513,SBTC Esports,1
ESPORTSTMNT02_3190518,SBTC Esports,1
ESPORTSTMNT02_3190518,Team Whales,0
ESPORTSTMNT02_3190522,SBTC Esports,1
ESPORTSTMNT02_3190522,Team Whales,0
