player,champion,games_played,winrate,avg_kills,avg_deaths,avg_assists,avg_dpm,avg_dmg_share,avg_vspm,avg_gold_share,total_games,pickrate,avg_kda
Sparda,Malphite,9,0.6666666666666666,1.2222222222222223,2.7777777777777777,10.88888888888889,484.9960666666667,0.17514755555555556,1.2032222222222222,0.17688822222222222,180,0.05,4.36
Humanoid,Corki,9,0.6666666666666666,4.0,3.111111111111111,6.444444444444445,825.1786222222222,0.33522722222222223,1.0728666666666669,0.252248,181,0.049723756906077346,3.357142857142857
Elio,Milio,9,0.6666666666666666,0.3333333333333333,2.4444444444444446,13.222222222222221,119.63393333333335,0.05127382222222222,3.1154444444444445,0.09932995555555556,90,0.1,5.545454545454545
Viper,Draven,8,0.5,3.375,2.0,4.625,544.72595,0.255993,1.26415,0.28446075,172,0.046511627906976744,4.0
Blaber,Poppy,8,0.5,1.375,2.375,7.125,264.48720000000003,0.1372593125,1.3390375,0.17122525,176,0.045454545454545456,3.5789473684210527
River,Xin Zhao,8,0.125,1.625,5.0,4.5,266.2926375,0.151776725,1.4159625,0.16325975,161,0.049689440993788817,1.225
Zin,Renata Glasc,8,0.125,1.125,2.875,8.5,183.71035,0.0763674875,2.8601125,0.09592475,144,0.05555555555555555,3.347826086956522
Hiro02,Irelia,8,0.5,3.25,3.75,4.5,473.498575,0.22477125,1.0192875,0.254612375,161,0.049689440993788817,2.066666666666667
Blaber,Viego,8,0.5,3.0,2.5,3.75,287.41146249999997,0.13992398749999999,1.520925,0.197766125,176,0.045454545454545456,2.7
Nisqy,Twisted Fate,8,0.5,2.5,3.5,10.625,506.8241875,0.21561875,0.9100250000000001,0.226050875,160,0.05,3.75
FATE,Jayce,8,0.5,3.875,2.75,4.875,721.1983,0.326898,1.1697,0.24588775000000002,176,0.045454545454545456,3.1818181818181817
Fudge,Sion,8,0.5,2.125,3.125,4.5,444.900625,0.206448875,0.8138625,0.18764025,176,0.045454545454545456,2.12
Humanoid,Taliyah,8,0.5,4.0,2.625,5.625,682.1208125,0.32034475,1.0691,0.24854300000000001,181,0.04419889502762431,3.6666666666666665
MnM,Kalista,8,0.5,4.75,1.875,5.375,496.6399125,0.24751575,1.3238750000000001,0.275676625,167,0.04790419161676647,5.4
FBI,Ezreal,8,0.5,3.5,2.0,5.25,691.17415,0.29024025,0.9621375,0.249348375,167,0.04790419161676647,4.375
Shogun,Tristana,8,0.5,6.0,2.875,4.875,547.289175,0.24080325,1.374,0.282141125,237,0.03375527426160337,3.782608695652174
Kael,Heimerdinger,8,0.5,0.875,1.75,4.875,317.4243875,0.15045,3.563275,0.0984430125,188,0.0425531914893617,3.2857142857142856
Elyoya,Viego,8,0.5,4.0,2.375,7.25,353.5599625,0.1631333,1.3245375,0.199279,189,0.042328042328042326,4.7368421052631575
Mikyx,Renata Glasc,8,0.875,1.0,2.875,11.5,219.62055,0.0923369375,4.038025,0.1017453125,172,0.046511627906976744,4.3478260869565215
Mikyx,Thresh,8,0.875,0.375,3.125,9.375,136.403575,0.06798215,3.0506625,0.0842251625,172,0.046511627906976744,3.12
huhi,Rell,8,0.875,1.125,2.375,12.375,165.188175,0.06946735,3.3345000000000002,0.10038335000000001,182,0.04395604395604396,5.684210526315789
Willer,Viego,8,0.125,2.625,4.0,3.625,261.4725,0.12643841249999999,1.8172,0.18666549999999998,140,0.05714285714285714,1.5625
Pyosik,Hecarim,8,0.5,2.75,2.5,6.375,276.608,0.13866445,1.432225,0.185158625,225,0.035555555555555556,3.65
Hasmed,Rumble,8,0.5,3.25,4.125,4.5,724.9320375,0.317674875,1.20115,0.216216125,219,0.0365296803652968,1.878787878787879
DuDu,Jayce,8,0.5,1.75,3.25,2.625,590.3781125,0.27602575,1.0547,0.238642875,215,0.037209302325581395,1.3461538461538463
Shogun,Sivir,8,0.875,5.0,1.625,7.625,705.47295,0.284894375,1.3017375,0.286578375,237,0.03375527426160337,7.769230769230769
Life,Heimerdinger,8,0.5,1.25,2.625,4.5,332.128025,0.1497619375,3.4833625,0.104556475,213,0.03755868544600939,2.1904761904761907
