patch,level_1,ban_count,ban_rate,pick_count,pick_rate,ban_pick_count,ban_pick_rate,wins,games,win_rate
14.03,Udyr,27.0,17.09,33.0,20.89,60.0,37.97,16.0,33.0,0.48484848484848486
14.03,Varus,68.0,43.04,63.0,39.87,131.0,82.91,37.0,63.0,0.5873015873015873
14.03,Vi,60.0,37.97,58.0,36.71,118.0,74.68,31.0,58.0,0.5344827586206896
14.03,Viego,29.0,18.35,20.0,12.66,49.0,31.01,11.0,20.0,0.55
14.03,Wukong,3.0,1.9,8.0,5.06,11.0,6.96,4.0,8.0,0.5
14.03,Xayah,5.0,3.16,21.0,13.29,26.0,16.46,8.0,21.0,0.38095238095238093
14.03,Xerath,3.0,1.9,2.0,1.27,5.0,3.16,1.0,2.0,0.5
14.03,Xin Zhao,21.0,13.29,30.0,18.99,51.0,32.28,7.0,30.0,0.23333333333333334
14.03,Yone,8.0,5.06,18.0,11.39,26.0,16.46,11.0,18.0,0.6111111111111112
14.03,Yuumi,3.0,1.9,2.0,1.27,5.0,3.16,0.0,2.0,0.0
14.03,Zac,2.0,1.27,6.0,3.8,8.0,5.06,1.0,6.0,0.16666666666666666
14.03,Zeri,10.0,6.33,28.0,17.72,38.0,24.05,12.0,28.0,0.42857142857142855
14.03,Ziggs,4.0,2.53,3.0,1.9,7.0,4.43,0.0,3.0,0.0
14.04,Aatrox,12.0,15.58,32.0,41.56,44.0,57.14,18.0,32.0,0.5625
14.04,Ahri,19.0,24.68,17.0,22.08,36.0,46.75,11.0,17.0,0.6470588235294118
14.04,Akali,3.0,3.9,1.0,1.3,4.0,5.19,0.0,1.0,0.0
14.04,Alistar,7.0,9.09,11.0,14.29,18.0,23.38,4.0,11.0,0.36363636363636365
14.04,Aphelios,1.0,1.3,1.0,1.3,2.0,2.6,1.0,1.0,1.0
14.04,Ashe,43.0,55.84,7.0,9.09,50.0,64.94,4.0,7.0,0.5714285714285714
14.04,Aurelion Sol,1.0,1.3,2.0,2.6,3.0,3.9,1.0,2.0,0.5
14.04,Azir,9.0,11.69,10.0,12.99,19.0,24.68,3.0,10.0,0.3
14.04,Blitzcrank,1.0,1.3,1.0,1.3,2.0,2.6,0.0,1.0,0.0
14.04,Braum,1.0,1.3,4.0,5.19,5.0,6.49,2.0,4.0,0.5
14.04,Caitlyn,1.0,1.3,2.0,2.6,3.0,3.9,2.0,2.0,1.0
14.04,Corki,6.0,7.79,6.0,7.79,12.0,15.58,3.0,6.0,0.5
14.04,Darius,4.0,5.19,3.0,3.9,7.0,9.09,2.0,3.0,0.6666666666666666
14.04,Draven,2.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.04,Ezreal,1.0,1.3,1.0,1.3,2.0,2.6,1.0,1.0,1.0
14.04,Gnar,13.0,16.88,16.0,20.78,29.0,37.66,10.0,16.0,0.625
14.04,Gragas,2.0,2.6,2.0,2.6,4.0,5.19,0.0,2.0,0.0
14.04,Gwen,2.0,2.6,4.0,5.19,6.0,7.79,3.0,4.0,0.75
14.04,Hwei,9.0,11.69,25.0,32.47,34.0,44.16,10.0,25.0,0.4
14.04,Irelia,2.0,2.6,1.0,1.3,3.0,3.9,0.0,1.0,0.0
14.04,Ivern,4.0,5.19,3.0,3.9,7.0,9.09,3.0,3.0,1.0
14.04,Jarvan IV,2.0,2.6,1.0,1.3,3.0,3.9,0.0,1.0,0.0
14.04,Jax,12.0,15.58,7.0,9.09,19.0,24.68,3.0,7.0,0.42857142857142855
14.04,Jayce,17.0,22.08,9.0,11.69,26.0,33.77,6.0,9.0,0.6666666666666666
14.04,Jinx,1.0,1.3,3.0,3.9,4.0,5.19,1.0,3.0,0.3333333333333333
14.04,K'Sante,15.0,19.48,28.0,36.36,43.0,55.84,14.0,28.0,0.5
14.04,Kalista,47.0,61.04,25.0,32.47,72.0,93.51,14.0,25.0,0.56
14.04,Karma,23.0,29.87,21.0,27.27,44.0,57.14,9.0,21.0,0.42857142857142855
14.04,LeBlanc,5.0,6.49,2.0,2.6,7.0,9.09,1.0,2.0,0.5
14.04,Lee Sin,15.0,19.48,27.0,35.06,42.0,54.55,11.0,27.0,0.4074074074074074
14.04,Leona,1.0,1.3,1.0,1.3,2.0,2.6,1.0,1.0,1.0
14.04,Lucian,29.0,37.66,14.0,18.18,43.0,55.84,7.0,14.0,0.5
14.04,Lulu,2.0,2.6,8.0,10.39,10.0,12.99,5.0,8.0,0.625
14.04,Maokai,20.0,25.97,19.0,24.68,39.0,50.65,10.0,19.0,0.5263157894736842
14.04,Milio,1.0,1.3,5.0,6.49,6.0,7.79,1.0,5.0,0.2
14.04,Nautilus,32.0,41.56,32.0,41.56,64.0,83.12,16.0,32.0,0.5
14.04,Neeko,6.0,7.79,4.0,5.19,10.0,12.99,3.0,4.0,0.75
14.04,Nidalee,1.0,1.3,1.0,1.3,2.0,2.6,1.0,1.0,1.0
14.04,Nocturne,16.0,20.78,8.0,10.39,24.0,31.17,4.0,8.0,0.5
14.04,Olaf,5.0,6.49,3.0,3.9,8.0,10.39,3.0,3.0,1.0
14.04,Orianna,45.0,58.44,17.0,22.08,62.0,80.52,8.0,17.0,0.47058823529411764
14.04,Poppy,16.0,20.78,10.0,12.99,26.0,33.77,6.0,10.0,0.6
14.04,Pyke,6.0,7.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.04,Rakan,12.0,15.58,16.0,20.78,28.0,36.36,5.0,16.0,0.3125
14.04,Rell,13.0,16.88,30.0,38.96,43.0,55.84,19.0,30.0,0.6333333333333333
14.04,Renata Glasc,10.0,12.99,9.0,11.69,19.0,24.68,4.0,9.0,0.4444444444444444
14.04,Renekton,18.0,23.38,22.0,28.57,40.0,51.95,8.0,22.0,0.36363636363636365
14.04,Rumble,10.0,12.99,3.0,3.9,13.0,16.88,2.0,3.0,0.6666666666666666
14.04,Sejuani,26.0,33.77,15.0,19.48,41.0,53.25,9.0,15.0,0.6
14.04,Senna,46.0,59.74,24.0,31.17,70.0,90.91,15.0,24.0,0.625
14.04,Sivir,1.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.04,Smolder,14.0,18.18,20.0,25.97,34.0,44.16,9.0,20.0,0.45
14.04,Tahm Kench,1.0,1.3,13.0,16.88,14.0,18.18,8.0,13.0,0.6153846153846154
14.04,Taliyah,23.0,29.87,34.0,44.16,57.0,74.03,20.0,34.0,0.5882352941176471
14.04,Tristana,4.0,5.19,9.0,11.69,13.0,16.88,4.0,9.0,0.4444444444444444
14.04,Twisted Fate,35.0,45.45,10.0,12.99,45.0,58.44,6.0,10.0,0.6
14.04,Udyr,4.0,5.19,7.0,9.09,11.0,14.29,2.0,7.0,0.2857142857142857
14.04,Varus,21.0,27.27,25.0,32.47,46.0,59.74,12.0,25.0,0.48
14.04,Vi,40.0,51.95,14.0,18.18,54.0,70.13,7.0,14.0,0.5
14.04,Viego,6.0,7.79,9.0,11.69,15.0,19.48,5.0,9.0,0.5555555555555556
14.04,Volibear,6.0,7.79,11.0,14.29,17.0,22.08,2.0,11.0,0.18181818181818182
14.04,Wukong,2.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.04,Xayah,2.0,2.6,10.0,12.99,12.0,15.58,2.0,10.0,0.2
14.04,Xin Zhao,10.0,12.99,11.0,14.29,21.0,27.27,6.0,11.0,0.5454545454545454
14.04,Yone,1.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.04,Zeri,4.0,5.19,18.0,23.38,22.0,28.57,9.0,18.0,0.5
14.04,Ziggs,1.0,1.3,1.0,1.3,2.0,2.6,1.0,1.0,1.0
14.05,Aatrox,31.0,13.84,46.0,20.54,77.0,34.38,19.0,46.0,0.41304347826086957
14.05,Ahri,49.0,21.88,99.0,44.2,148.0,66.07,54.0,99.0,0.5454545454545454
14.05,Akali,4.0,1.79,7.0,3.12,11.0,4.91,5.0,7.0,0.7142857142857143
14.05,Alistar,10.0,4.46,25.0,11.16,35.0,15.62,14.0,25.0,0.56
14.05,Annie,1.0,0.45,12.0,5.36,13.0,5.8,4.0,12.0,0.3333333333333333
14.05,Aphelios,2.0,0.89,11.0,4.91,13.0,5.8,3.0,11.0,0.2727272727272727
14.05,Ashe,84.0,37.5,19.0,8.48,103.0,45.98,8.0,19.0,0.42105263157894735
14.05,Aurelion Sol,10.0,4.46,9.0,4.02,19.0,8.48,8.0,9.0,0.8888888888888888
14.05,Bard,6.0,2.68,9.0,4.02,15.0,6.7,5.0,9.0,0.5555555555555556
14.05,Bel'Veth,1.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.05,Blitzcrank,5.0,2.23,3.0,1.34,8.0,3.57,2.0,3.0,0.6666666666666666
14.05,Braum,10.0,4.46,13.0,5.8,23.0,10.27,7.0,13.0,0.5384615384615384
14.05,Caitlyn,9.0,4.02,10.0,4.46,19.0,8.48,4.0,10.0,0.4
14.05,Corki,2.0,0.89,6.0,2.68,8.0,3.57,1.0,6.0,0.16666666666666666
14.05,Darius,6.0,2.68,1.0,0.45,7.0,3.12,1.0,1.0,1.0
14.05,Draven,18.0,8.04,10.0,4.46,28.0,12.5,4.0,10.0,0.4
14.05,Ezreal,1.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.05,Gnar,20.0,8.93,22.0,9.82,42.0,18.75,14.0,22.0,0.6363636363636364
14.05,Gragas,27.0,12.05,33.0,14.73,60.0,26.79,16.0,33.0,0.48484848484848486
14.05,Gwen,3.0,1.34,5.0,2.23,8.0,3.57,3.0,5.0,0.6
14.05,Hwei,39.0,17.41,36.0,16.07,75.0,33.48,15.0,36.0,0.4166666666666667
14.05,Ivern,7.0,3.12,5.0,2.23,12.0,5.36,0.0,5.0,0.0
14.05,Jarvan IV,14.0,6.25,16.0,7.14,30.0,13.39,8.0,16.0,0.5
14.05,Jax,53.0,23.66,46.0,20.54,99.0,44.2,29.0,46.0,0.6304347826086957
14.05,Jayce,26.0,11.61,25.0,11.16,51.0,22.77,8.0,25.0,0.32
14.05,Jinx,7.0,3.12,14.0,6.25,21.0,9.38,6.0,14.0,0.42857142857142855
14.05,K'Sante,33.0,14.73,66.0,29.46,99.0,44.2,32.0,66.0,0.48484848484848486
14.05,Kai'Sa,14.0,6.25,33.0,14.73,47.0,20.98,17.0,33.0,0.5151515151515151
14.05,Kalista,160.0,71.43,47.0,20.98,207.0,92.41,23.0,47.0,0.48936170212765956
14.05,Karma,69.0,30.8,51.0,22.77,120.0,53.57,27.0,51.0,0.5294117647058824
14.05,Kennen,2.0,0.89,1.0,0.45,3.0,1.34,1.0,1.0,1.0
14.05,Kindred,2.0,0.89,2.0,0.89,4.0,1.79,1.0,2.0,0.5
14.05,Kled,1.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.05,LeBlanc,2.0,0.89,4.0,1.79,6.0,2.68,0.0,4.0,0.0
14.05,Lee Sin,56.0,25.0,57.0,25.45,113.0,50.45,33.0,57.0,0.5789473684210527
14.05,Leona,5.0,2.23,8.0,3.57,13.0,5.8,3.0,8.0,0.375
14.05,Lucian,61.0,27.23,31.0,13.84,92.0,41.07,18.0,31.0,0.5806451612903226
14.05,Lulu,8.0,3.57,14.0,6.25,22.0,9.82,5.0,14.0,0.35714285714285715
14.05,Malphite,6.0,2.68,1.0,0.45,7.0,3.12,1.0,1.0,1.0
14.05,Maokai,30.0,13.39,39.0,17.41,69.0,30.8,18.0,39.0,0.46153846153846156
14.05,Milio,1.0,0.45,8.0,3.57,9.0,4.02,3.0,8.0,0.375
14.05,Nautilus,94.0,41.96,93.0,41.52,187.0,83.48,43.0,93.0,0.46236559139784944
14.05,Neeko,43.0,19.2,46.0,20.54,89.0,39.73,28.0,46.0,0.6086956521739131
14.05,Nidalee,1.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.05,Nilah,2.0,0.89,1.0,0.45,3.0,1.34,1.0,1.0,1.0
14.05,Nocturne,34.0,15.18,14.0,6.25,48.0,21.43,8.0,14.0,0.5714285714285714
14.05,Olaf,23.0,10.27,15.0,6.7,38.0,16.96,5.0,15.0,0.3333333333333333
14.05,Orianna,99.0,44.2,54.0,24.11,153.0,68.3,22.0,54.0,0.4074074074074074
14.05,Ornn,1.0,0.45,8.0,3.57,9.0,4.02,3.0,8.0,0.375
14.05,Poppy,25.0,11.16,16.0,7.14,41.0,18.3,7.0,16.0,0.4375
14.05,Pyke,11.0,4.91,4.0,1.79,15.0,6.7,3.0,4.0,0.75
14.05,Rakan,37.0,16.52,53.0,23.66,90.0,40.18,29.0,53.0,0.5471698113207547
14.05,Rek'Sai,11.0,4.91,14.0,6.25,25.0,11.16,5.0,14.0,0.35714285714285715
14.05,Rell,33.0,14.73,85.0,37.95,118.0,52.68,45.0,85.0,0.5294117647058824
14.05,Renata Glasc,33.0,14.73,24.0,10.71,57.0,25.45,11.0,24.0,0.4583333333333333
14.05,Renekton,54.0,24.11,90.0,40.18,144.0,64.29,48.0,90.0,0.5333333333333333
14.05,Rumble,57.0,25.45,39.0,17.41,96.0,42.86,19.0,39.0,0.48717948717948717
14.05,Sejuani,43.0,19.2,33.0,14.73,76.0,33.93,13.0,33.0,0.3939393939393939
14.05,Senna,93.0,41.52,54.0,24.11,147.0,65.62,25.0,54.0,0.46296296296296297
14.05,Sion,1.0,0.45,2.0,0.89,3.0,1.34,1.0,2.0,0.5
14.05,Smolder,73.0,32.59,69.0,30.8,142.0,63.39,36.0,69.0,0.5217391304347826
14.05,Syndra,1.0,0.45,4.0,1.79,5.0,2.23,2.0,4.0,0.5
14.05,Tahm Kench,9.0,4.02,27.0,12.05,36.0,16.07,11.0,27.0,0.4074074074074074
14.05,Taliyah,55.0,24.55,93.0,41.52,148.0,66.07,51.0,93.0,0.5483870967741935
14.05,Tristana,18.0,8.04,28.0,12.5,46.0,20.54,10.0,28.0,0.35714285714285715
14.05,Trundle,3.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.05,Twisted Fate,65.0,29.02,29.0,12.95,94.0,41.96,24.0,29.0,0.8275862068965517
14.05,Udyr,10.0,4.46,22.0,9.82,32.0,14.29,7.0,22.0,0.3181818181818182
14.05,Varus,136.0,60.71,66.0,29.46,202.0,90.18,38.0,66.0,0.5757575757575758
14.05,Veigar,1.0,0.45,5.0,2.23,6.0,2.68,4.0,5.0,0.8
14.05,Vi,121.0,54.02,60.0,26.79,181.0,80.8,32.0,60.0,0.5333333333333333
14.05,Viego,18.0,8.04,33.0,14.73,51.0,22.77,14.0,33.0,0.42424242424242425
14.05,Volibear,35.0,15.62,43.0,19.2,78.0,34.82,20.0,43.0,0.46511627906976744
14.05,Wukong,14.0,6.25,16.0,7.14,30.0,13.39,10.0,16.0,0.625
14.05,Xayah,16.0,7.14,19.0,8.48,35.0,15.62,7.0,19.0,0.3684210526315789
14.05,Xin Zhao,39.0,17.41,64.0,28.57,103.0,45.98,32.0,64.0,0.5
14.05,Yasuo,1.0,0.45,4.0,1.79,5.0,2.23,2.0,4.0,0.5
14.05,Yone,10.0,4.46,12.0,5.36,22.0,9.82,6.0,12.0,0.5
14.05,Zac,1.0,0.45,2.0,0.89,3.0,1.34,0.0,2.0,0.0
14.05,Zeri,17.0,7.59,63.0,28.12,80.0,35.71,33.0,63.0,0.5238095238095238
14.05,Ziggs,4.0,1.79,12.0,5.36,16.0,7.14,8.0,12.0,0.6666666666666666
14.05,unknown,3.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.01,Aatrox,0.0,0.0,3.0,2.7,0.0,0.0,1.0,3.0,0.3333333333333333
12.01,Alistar,0.0,0.0,3.0,2.7,0.0,0.0,2.0,3.0,0.6666666666666666
12.01,Bard,0.0,0.0,4.0,3.6,0.0,0.0,3.0,4.0,0.75
12.01,Blitzcrank,0.0,0.0,1.0,0.9,0.0,0.0,1.0,1.0,1.0
12.01,Darius,0.0,0.0,1.0,0.9,0.0,0.0,0.0,1.0,0.0
12.01,Fiora,0.0,0.0,1.0,0.9,0.0,0.0,1.0,1.0,1.0
12.01,Gnar,0.0,0.0,13.0,11.71,0.0,0.0,7.0,13.0,0.5384615384615384
12.01,Karthus,0.0,0.0,1.0,0.9,0.0,0.0,1.0,1.0,1.0
12.01,Kog'Maw,0.0,0.0,1.0,0.9,0.0,0.0,0.0,1.0,0.0
12.01,Lillia,0.0,0.0,1.0,0.9,0.0,0.0,0.0,1.0,0.0
12.01,Malzahar,0.0,0.0,2.0,1.8,0.0,0.0,1.0,2.0,0.5
12.01,Maokai,0.0,0.0,1.0,0.9,0.0,0.0,0.0,1.0,0.0
12.01,Nami,0.0,0.0,3.0,2.7,0.0,0.0,1.0,3.0,0.3333333333333333
12.01,Qiyana,0.0,0.0,1.0,0.9,0.0,0.0,0.0,1.0,0.0
12.01,Rengar,0.0,0.0,1.0,0.9,0.0,0.0,1.0,1.0,1.0
12.01,Seraphine,0.0,0.0,1.0,0.9,0.0,0.0,1.0,1.0,1.0
12.01,Singed,0.0,0.0,1.0,0.9,0.0,0.0,1.0,1.0,1.0
12.01,Sivir,0.0,0.0,2.0,1.8,0.0,0.0,1.0,2.0,0.5
12.01,Sona,0.0,0.0,2.0,1.8,0.0,0.0,1.0,2.0,0.5
12.01,Soraka,0.0,0.0,1.0,0.9,0.0,0.0,1.0,1.0,1.0
12.01,Vladimir,0.0,0.0,1.0,0.9,0.0,0.0,0.0,1.0,0.0
12.01,Volibear,0.0,0.0,1.0,0.9,0.0,0.0,0.0,1.0,0.0
12.01,Zilean,0.0,0.0,4.0,3.6,0.0,0.0,4.0,4.0,1.0
12.01,Zyra,0.0,0.0,1.0,0.9,0.0,0.0,0.0,1.0,0.0
12.02,Blitzcrank,0.0,0.0,2.0,1.5,0.0,0.0,1.0,2.0,0.5
12.02,Cassiopeia,0.0,0.0,1.0,0.75,0.0,0.0,0.0,1.0,0.0
12.02,Karthus,0.0,0.0,1.0,0.75,0.0,0.0,0.0,1.0,0.0
12.02,Lux,0.0,0.0,14.0,10.53,0.0,0.0,7.0,14.0,0.5
12.02,Nami,0.0,0.0,4.0,3.01,0.0,0.0,1.0,4.0,0.25
12.02,Pantheon,0.0,0.0,1.0,0.75,0.0,0.0,1.0,1.0,1.0
12.02,Rek'Sai,0.0,0.0,1.0,0.75,0.0,0.0,0.0,1.0,0.0
12.02,Rell,0.0,0.0,5.0,3.76,0.0,0.0,2.0,5.0,0.4
12.02,Samira,0.0,0.0,1.0,0.75,0.0,0.0,0.0,1.0,0.0
12.02,Sejuani,0.0,0.0,1.0,0.75,0.0,0.0,0.0,1.0,0.0
12.02,Sona,0.0,0.0,2.0,1.5,0.0,0.0,1.0,2.0,0.5
12.02,Soraka,0.0,0.0,1.0,0.75,0.0,0.0,1.0,1.0,1.0
12.02,Udyr,0.0,0.0,1.0,0.75,0.0,0.0,0.0,1.0,0.0
12.02,Vladimir,0.0,0.0,2.0,1.5,0.0,0.0,0.0,2.0,0.0
12.03,Aatrox,0.0,0.0,1.0,0.57,0.0,0.0,0.0,1.0,0.0
12.03,Blitzcrank,0.0,0.0,1.0,0.57,0.0,0.0,0.0,1.0,0.0
12.03,Ekko,0.0,0.0,1.0,0.57,0.0,0.0,0.0,1.0,0.0
12.03,Fiora,0.0,0.0,4.0,2.27,0.0,0.0,1.0,4.0,0.25
12.03,Heimerdinger,0.0,0.0,1.0,0.57,0.0,0.0,1.0,1.0,1.0
12.03,Kog'Maw,0.0,0.0,1.0,0.57,0.0,0.0,1.0,1.0,1.0
12.03,Lissandra,0.0,0.0,3.0,1.7,0.0,0.0,2.0,3.0,0.6666666666666666
12.03,Malzahar,0.0,0.0,2.0,1.13,0.0,0.0,2.0,2.0,1.0
12.03,Mordekaiser,0.0,0.0,2.0,1.13,0.0,0.0,1.0,2.0,0.5
12.03,Nami,0.0,0.0,2.0,1.13,0.0,0.0,0.0,2.0,0.0
12.03,Nidalee,0.0,0.0,1.0,0.57,0.0,0.0,1.0,1.0,1.0
12.03,Nocturne,0.0,0.0,2.0,1.13,0.0,0.0,2.0,2.0,1.0
12.03,Pyke,0.0,0.0,2.0,1.13,0.0,0.0,2.0,2.0,1.0
12.03,Riven,0.0,0.0,2.0,1.13,0.0,0.0,1.0,2.0,0.5
12.03,Rumble,0.0,0.0,2.0,1.13,0.0,0.0,2.0,2.0,1.0
12.03,Sejuani,0.0,0.0,1.0,0.57,0.0,0.0,0.0,1.0,0.0
12.03,Sion,0.0,0.0,4.0,2.27,0.0,0.0,3.0,4.0,0.75
12.03,Sivir,0.0,0.0,1.0,0.57,0.0,0.0,1.0,1.0,1.0
12.03,Tristana,0.0,0.0,6.0,3.4,0.0,0.0,2.0,6.0,0.3333333333333333
12.03,Twitch,0.0,0.0,1.0,0.57,0.0,0.0,0.0,1.0,0.0
12.03,Urgot,0.0,0.0,1.0,0.57,0.0,0.0,1.0,1.0,1.0
12.03,Vayne,0.0,0.0,4.0,2.27,0.0,0.0,1.0,4.0,0.25
12.03,Wukong,0.0,0.0,1.0,0.57,0.0,0.0,0.0,1.0,0.0
12.03,Yone,0.0,0.0,4.0,2.27,0.0,0.0,4.0,4.0,1.0
12.03,Zed,0.0,0.0,3.0,1.7,0.0,0.0,2.0,3.0,0.6666666666666666
12.04,Annie,0.0,0.0,1.0,0.57,0.0,0.0,0.0,1.0,0.0
12.04,Cassiopeia,0.0,0.0,2.0,1.14,0.0,0.0,1.0,2.0,0.5
12.04,Darius,0.0,0.0,1.0,0.57,0.0,0.0,0.0,1.0,0.0
12.04,Fiora,0.0,0.0,5.0,2.85,0.0,0.0,2.0,5.0,0.4
12.04,Ivern,0.0,0.0,1.0,0.57,0.0,0.0,1.0,1.0,1.0
12.04,Kha'Zix,0.0,0.0,1.0,0.57,0.0,0.0,0.0,1.0,0.0
12.04,Kled,0.0,0.0,1.0,0.57,0.0,0.0,1.0,1.0,1.0
12.04,Kog'Maw,0.0,0.0,1.0,0.57,0.0,0.0,0.0,1.0,0.0
12.04,Nami,0.0,0.0,4.0,2.28,0.0,0.0,2.0,4.0,0.5
12.04,Nidalee,0.0,0.0,2.0,1.14,0.0,0.0,0.0,2.0,0.0
12.04,Nocturne,0.0,0.0,1.0,0.57,0.0,0.0,1.0,1.0,1.0
12.04,Riven,0.0,0.0,1.0,0.57,0.0,0.0,0.0,1.0,0.0
12.04,Seraphine,0.0,0.0,1.0,0.57,0.0,0.0,1.0,1.0,1.0
12.04,Shyvana,0.0,0.0,1.0,0.57,0.0,0.0,1.0,1.0,1.0
12.04,Sivir,0.0,0.0,1.0,0.57,0.0,0.0,0.0,1.0,0.0
12.04,Varus,0.0,0.0,3.0,1.71,0.0,0.0,1.0,3.0,0.3333333333333333
12.04,Vayne,0.0,0.0,2.0,1.14,0.0,0.0,2.0,2.0,1.0
12.04,Vi,0.0,0.0,1.0,0.57,0.0,0.0,0.0,1.0,0.0
12.04,Zed,0.0,0.0,1.0,0.57,0.0,0.0,0.0,1.0,0.0
12.05,Akshan,0.0,0.0,1.0,0.39,0.0,0.0,0.0,1.0,0.0
12.05,Bard,0.0,0.0,3.0,1.16,0.0,0.0,1.0,3.0,0.3333333333333333
12.05,Blitzcrank,0.0,0.0,2.0,0.77,0.0,0.0,2.0,2.0,1.0
12.05,Cassiopeia,0.0,0.0,2.0,0.77,0.0,0.0,1.0,2.0,0.5
12.05,Darius,0.0,0.0,1.0,0.39,0.0,0.0,1.0,1.0,1.0
12.05,Draven,0.0,0.0,2.0,0.77,0.0,0.0,0.0,2.0,0.0
12.05,Karthus,0.0,0.0,2.0,0.77,0.0,0.0,1.0,2.0,0.5
12.05,Kha'Zix,0.0,0.0,1.0,0.39,0.0,0.0,1.0,1.0,1.0
12.05,Malzahar,0.0,0.0,1.0,0.39,0.0,0.0,0.0,1.0,0.0
12.05,Mordekaiser,0.0,0.0,1.0,0.39,0.0,0.0,0.0,1.0,0.0
12.05,Sejuani,0.0,0.0,4.0,1.54,0.0,0.0,1.0,4.0,0.25
12.05,Shen,0.0,0.0,2.0,0.77,0.0,0.0,1.0,2.0,0.5
12.05,Shyvana,0.0,0.0,1.0,0.39,0.0,0.0,0.0,1.0,0.0
12.05,Soraka,0.0,0.0,1.0,0.39,0.0,0.0,1.0,1.0,1.0
12.05,Talon,0.0,0.0,1.0,0.39,0.0,0.0,1.0,1.0,1.0
12.05,Taric,0.0,0.0,1.0,0.39,0.0,0.0,0.0,1.0,0.0
12.05,Tristana,0.0,0.0,5.0,1.93,0.0,0.0,3.0,5.0,0.6
12.05,Udyr,0.0,0.0,2.0,0.77,0.0,0.0,1.0,2.0,0.5
12.05,Urgot,0.0,0.0,1.0,0.39,0.0,0.0,0.0,1.0,0.0
12.05,Vayne,0.0,0.0,2.0,0.77,0.0,0.0,1.0,2.0,0.5
12.05,Vladimir,0.0,0.0,1.0,0.39,0.0,0.0,0.0,1.0,0.0
12.05,Yorick,0.0,0.0,1.0,0.39,0.0,0.0,0.0,1.0,0.0
12.06,Ashe,0.0,0.0,3.0,7.32,0.0,0.0,1.0,3.0,0.3333333333333333
12.06,Braum,0.0,0.0,4.0,9.76,0.0,0.0,1.0,4.0,0.25
12.06,Ezreal,0.0,0.0,3.0,7.32,0.0,0.0,2.0,3.0,0.6666666666666666
12.06,Gragas,0.0,0.0,2.0,4.88,0.0,0.0,1.0,2.0,0.5
12.06,Jax,0.0,0.0,1.0,2.44,0.0,0.0,0.0,1.0,0.0
12.06,Jhin,0.0,0.0,1.0,2.44,0.0,0.0,0.0,1.0,0.0
12.06,Lulu,0.0,0.0,1.0,2.44,0.0,0.0,1.0,1.0,1.0
12.06,Lux,0.0,0.0,2.0,4.88,0.0,0.0,1.0,2.0,0.5
12.06,Mordekaiser,0.0,0.0,1.0,2.44,0.0,0.0,1.0,1.0,1.0
12.06,Nidalee,0.0,0.0,1.0,2.44,0.0,0.0,0.0,1.0,0.0
12.06,Renekton,0.0,0.0,5.0,12.2,0.0,0.0,1.0,5.0,0.2
12.06,Senna,0.0,0.0,1.0,2.44,0.0,0.0,0.0,1.0,0.0
12.06,Sett,0.0,0.0,2.0,4.88,0.0,0.0,0.0,2.0,0.0
12.06,Shen,0.0,0.0,2.0,4.88,0.0,0.0,0.0,2.0,0.0
12.06,Sion,0.0,0.0,2.0,4.88,0.0,0.0,1.0,2.0,0.5
12.06,Soraka,0.0,0.0,1.0,2.44,0.0,0.0,0.0,1.0,0.0
12.06,Sylas,0.0,0.0,2.0,4.88,0.0,0.0,0.0,2.0,0.0
12.06,Syndra,0.0,0.0,1.0,2.44,0.0,0.0,1.0,1.0,1.0
12.06,Vayne,0.0,0.0,1.0,2.44,0.0,0.0,1.0,1.0,1.0
12.06,Yasuo,0.0,0.0,1.0,2.44,0.0,0.0,1.0,1.0,1.0
12.06,Ziggs,0.0,0.0,1.0,2.44,0.0,0.0,0.0,1.0,0.0
12.06,Zyra,0.0,0.0,1.0,2.44,0.0,0.0,0.0,1.0,0.0
12.08,Anivia,0.0,0.0,2.0,2.5,0.0,0.0,1.0,2.0,0.5
12.08,Ashe,0.0,0.0,1.0,1.25,0.0,0.0,0.0,1.0,0.0
12.08,Azir,0.0,0.0,1.0,1.25,0.0,0.0,0.0,1.0,0.0
12.08,Bard,0.0,0.0,4.0,5.0,0.0,0.0,3.0,4.0,0.75
12.08,Corki,0.0,0.0,2.0,2.5,0.0,0.0,0.0,2.0,0.0
12.08,Darius,0.0,0.0,1.0,1.25,0.0,0.0,0.0,1.0,0.0
12.08,Fiora,0.0,0.0,1.0,1.25,0.0,0.0,1.0,1.0,1.0
12.08,Garen,0.0,0.0,1.0,1.25,0.0,0.0,0.0,1.0,0.0
12.08,Kindred,0.0,0.0,2.0,2.5,0.0,0.0,2.0,2.0,1.0
